area,date,year,month,day,basket_price,basket_index,base_date,base_basket_price,available_items,chicken_standard_price,chicken_standard_records,eggs_grade_a_price,eggs_grade_a_records,kembung_fish_price,kembung_fish_records,tomato_price,tomato_records,yellow_onion_price,yellow_onion_records,potato_price,potato_records,water_spinach_price,water_spinach_records,red_chili_kulai_price,red_chili_kulai_records,date_number,max_index,min_index,highlight_point,basket_price_label,basket_index_label
Terengganu,2026-05-14,2026,May,14,67.39,105.94,2026-05-02,63.61,8,8.45,58,11.99,39,18.99,15,4.29,60,2.99,58,2.69,47,5.99,49,12.0,33,739750,112.69,100.0,Normal day,RM 67.39,105.9
Terengganu,2026-05-15,2026,May,15,67.72,106.46,2026-05-02,63.61,8,8.3,57,12.0,42,18.95,18,4.8,59,2.99,58,2.69,46,6.0,52,12.0,33,739751,112.69,100.0,Normal day,RM 67.72,106.5
Terengganu,2026-05-16,2026,May,16,67.67,106.38,2026-05-02,63.61,8,8.5,57,12.0,43,18.0,21,5.5,59,2.99,58,2.69,47,5.99,54,12.0,32,739752,112.69,100.0,Normal day,RM 67.67,106.4
Terengganu,2026-05-17,2026,May,17,68.28,107.33,2026-05-02,63.61,8,8.59,58,12.0,41,18.0,19,6.0,60,2.99,58,2.69,46,6.0,51,12.0,33,739753,112.69,100.0,Normal day,RM 68.28,107.3
Terengganu,2026-05-18,2026,May,18,71.68,112.69,2026-05-02,63.61,8,8.79,89,12.5,87,18.0,30,6.5,102,3.7,136,3.2,105,6.99,73,12.0,59,739754,112.69,100.0,Highest basket index,RM 71.68,112.7
Terengganu,2026-05-19,2026,May,19,68.78,108.14,2026-05-02,63.61,8,8.72,58,12.1,41,18.0,23,6.29,59,2.99,58,2.69,46,6.0,50,12.0,33,739755,112.69,100.0,Normal day,RM 68.78,108.1
Terengganu,2026-05-20,2026,May,20,69.57,109.37,2026-05-02,63.61,8,8.75,57,12.5,44,18.0,22,6.19,59,2.99,57,2.69,48,6.45,50,12.0,33,739756,112.69,100.0,Normal day,RM 69.57,109.4
W.P. Kuala Lumpur,2026-05-02,2026,May,2,69.75,100.0,2026-05-02,69.75,8,8.49,99,11.7,104,18.77,32,3.0,129,3.99,127,3.1,99,7.2,85,13.5,14,739738,108.85,97.81,Normal day,RM 69.75,100.0
W.P. Kuala Lumpur,2026-05-03,2026,May,3,69.43,99.53,2026-05-02,69.75,8,8.49,96,11.7,107,18.65,28,3.0,127,3.99,126,3.1,98,7.0,81,13.5,14,739739,108.85,97.81,Normal day,RM 69.43,99.5
W.P. Kuala Lumpur,2026-05-04,2026,May,4,68.23,97.81,2026-05-02,69.75,8,8.5,102,11.75,98,20.0,35,3.39,146,3.99,147,3.1,115,7.0,88,10.5,8,739740,108.85,97.81,Lowest basket index,RM 68.23,97.8
W.P. Kuala Lumpur,2026-05-05,2026,May,5,72.25,103.58,2026-05-02,69.75,8,8.5,98,11.78,90,20.0,31,3.0,126,3.99,129,3.0,97,6.99,84,15.0,14,739741,108.85,97.81,Normal day,RM 72.25,103.6
W.P. Kuala Lumpur,2026-05-06,2026,May,6,73.23,104.99,2026-05-02,69.75,8,8.5,98,11.9,97,20.4,34,3.0,129,3.99,129,3.05,96,6.9,85,15.5,14,739742,108.85,97.81,Normal day,RM 73.23,105.0
W.P. Kuala Lumpur,2026-05-07,2026,May,7,72.37,103.74,2026-05-02,69.75,8,8.5,98,11.99,101,20.9,33,2.99,129,3.99,129,3.0,96,6.0,89,15.0,16,739743,108.85,97.81,Normal day,RM 72.37,103.7
W.P. Kuala Lumpur,2026-05-08,2026,May,8,73.66,105.6,2026-05-02,69.75,8,8.6,99,11.99,105,21.99,35,2.99,128,3.99,129,3.1,99,6.0,88,15.0,14,739744,108.85,97.81,Normal day,RM 73.66,105.6
W.P. Kuala Lumpur,2026-05-09,2026,May,9,71.81,102.94,2026-05-02,69.75,8,8.54,98,11.99,108,20.0,35,3.29,127,3.99,128,3.0,100,5.99,88,15.0,15,739745,108.85,97.81,Normal day,RM 71.81,102.9
W.P. Kuala Lumpur,2026-05-10,2026,May,10,72.2,103.51,2026-05-02,69.75,8,8.69,99,11.99,103,19.95,32,3.49,128,3.99,130,3.1,97,5.99,86,15.0,16,739746,108.85,97.81,Normal day,RM 72.20,103.5
W.P. Kuala Lumpur,2026-05-11,2026,May,11,71.22,102.1,2026-05-02,69.75,8,8.64,104,11.99,97,21.0,34,3.9,148,3.99,148,3.2,118,6.5,94,12.0,6,739747,108.85,97.81,Normal day,RM 71.22,102.1
W.P. Kuala Lumpur,2026-05-12,2026,May,12,71.96,103.16,2026-05-02,69.75,8,8.69,101,11.99,97,19.45,36,3.9,129,3.99,129,3.2,101,5.75,84,15.0,15,739748,108.85,97.81,Normal day,RM 71.96,103.2
W.P. Kuala Lumpur,2026-05-13,2026,May,13,72.56,104.03,2026-05-02,69.75,8,8.5,97,11.99,97,19.99,36,3.9,129,3.99,129,3.2,100,5.99,84,15.0,15,739749,108.85,97.81,Normal day,RM 72.56,104.0
W.P. Kuala Lumpur,2026-05-14,2026,May,14,72.68,104.19,2026-05-02,69.75,8,8.5,98,12.0,96,20.0,35,4.0,128,4.0,129,3.2,101,5.99,87,15.0,14,739750,108.85,97.81,Normal day,RM 72.68,104.2
W.P. Kuala Lumpur,2026-05-15,2026,May,15,73.28,105.06,2026-05-02,69.75,8,8.59,99,12.1,100,19.9,39,4.5,129,4.0,127,3.2,100,6.0,84,15.0,14,739751,108.85,97.81,Normal day,RM 73.28,105.1
W.P. Kuala Lumpur,2026-05-16,2026,May,16,74.36,106.6,2026-05-02,69.75,8,8.49,99,12.2,105,19.99,39,5.49,129,4.0,128,3.2,100,6.0,90,15.0,18,739752,108.85,97.81,Normal day,RM 74.36,106.6
W.P. Kuala Lumpur,2026-05-17,2026,May,17,74.38,106.64,2026-05-02,69.75,8,8.49,98,12.2,104,20.0,35,5.5,128,4.0,128,3.2,99,6.0,87,15.0,19,739753,108.85,97.81,Normal day,RM 74.38,106.6
W.P. Kuala Lumpur,2026-05-18,2026,May,18,74.79,107.23,2026-05-02,69.75,8,8.5,104,12.2,98,20.0,38,5.9,147,4.0,148,3.3,116,6.9,94,14.0,9,739754,108.85,97.81,Normal day,RM 74.79,107.2
W.P. Kuala Lumpur,2026-05-19,2026,May,19,75.93,108.85,2026-05-02,69.75,8,8.5,97,12.3,96,19.95,32,5.89,128,4.0,129,3.29,100,6.99,89,15.0,15,739755,108.85,97.81,Highest basket index,RM 75.93,108.8
W.P. Kuala Lumpur,2026-05-20,2026,May,20,75.7,108.53,2026-05-02,69.75,8,8.59,96,12.38,94,19.9,30,5.64,130,4.0,129,3.29,100,6.9,91,15.0,15,739756,108.85,97.81,Normal day,RM 75.70,108.5
W.P. Labuan,2026-05-15,2026,May,15,79.25,100.0,2026-05-15,79.25,8,12.5,1,19.0,1,11.9,9,7.0,7,3.9,11,3.0,12,5.0,1,16.95,8,739751,102.59,97.97,Normal day,RM 79.25,100.0
W.P. Labuan,2026-05-16,2026,May,16,79.25,100.0,2026-05-15,79.25,8,12.5,1,19.0,1,11.9,10,7.0,5,3.9,11,3.0,12,5.0,1,16.95,8,739752,102.59,97.97,Normal day,RM 79.25,100.0
W.P. Labuan,2026-05-18,2026,May,18,77.64,97.97,2026-05-15,79.25,8,12.5,1,17.9,3,11.9,7,6.39,9,3.95,14,3.0,14,5.0,1,17.0,9,739754,102.59,97.97,Lowest basket index,RM 77.64,98.0
W.P. Labuan,2026-05-19,2026,May,19,79.05,99.75,2026-05-15,79.25,8,12.5,1,18.95,2,12.0,6,6.2,6,3.9,12,3.0,12,5.0,1,17.5,8,739755,102.59,97.97,Normal day,RM 79.05,99.8
W.P. Labuan,2026-05-20,2026,May,20,81.3,102.59,2026-05-15,79.25,8,12.5,1,19.45,2,12.0,7,5.45,6,3.9,11,3.0,12,8.0,1,17.0,9,739756,102.59,97.97,Highest basket index,RM 81.30,102.6
W.P. Putrajaya,2026-05-02,2026,May,2,63.89,100.0,2026-05-02,63.89,8,7.99,14,11.7,9,17.75,4,2.95,14,3.9,15,2.2,13,6.99,11,10.42,14,739738,120.39,100.0,Lowest basket index,RM 63.89,100.0
W.P. Putrajaya,2026-05-03,2026,May,3,68.89,107.83,2026-05-02,63.89,8,7.99,14,11.7,12,22.75,2,2.9,15,3.9,15,2.29,13,6.95,12,10.42,14,739739,120.39,100.0,Normal day,RM 68.89,107.8
W.P. Putrajaya,2026-05-04,2026,May,4,74.59,116.75,2026-05-02,63.89,8,8.09,18,11.87,14,24.9,7,3.9,26,3.99,26,3.1,25,6.99,17,11.75,22,739740,120.39,100.0,Normal day,RM 74.59,116.8
W.P. Putrajaya,2026-05-05,2026,May,5,65.66,102.76,2026-05-02,63.89,8,8.19,15,11.72,10,19.5,5,2.9,15,3.65,14,2.4,14,6.45,10,10.85,11,739741,120.39,100.0,Normal day,RM 65.66,102.8
W.P. Putrajaya,2026-05-06,2026,May,6,69.87,109.36,2026-05-02,63.89,8,8.19,15,11.87,8,24.0,4,2.9,15,3.65,14,2.4,14,5.99,10,10.88,14,739742,120.39,100.0,Normal day,RM 69.87,109.4
W.P. Putrajaya,2026-05-07,2026,May,7,69.66,109.02,2026-05-02,63.89,8,8.19,15,11.7,9,23.5,5,2.9,15,3.5,13,2.5,13,5.99,11,11.38,14,739743,120.39,100.0,Normal day,RM 69.66,109.0
W.P. Putrajaya,2026-05-08,2026,May,8,68.38,107.02,2026-05-02,63.89,8,8.39,15,11.99,11,21.2,6,2.9,15,3.65,14,2.5,14,6.37,10,11.38,14,739744,120.39,100.0,Normal day,RM 68.38,107.0
W.P. Putrajaya,2026-05-09,2026,May,9,70.09,109.7,2026-05-02,63.89,8,8.39,15,11.99,11,23.7,4,2.9,15,3.65,14,2.4,14,5.99,11,11.07,14,739745,120.39,100.0,Normal day,RM 70.09,109.7
W.P. Putrajaya,2026-05-10,2026,May,10,69.31,108.48,2026-05-02,63.89,8,8.39,15,11.99,12,22.7,6,2.99,15,3.65,14,2.4,14,5.99,11,11.2,14,739746,120.39,100.0,Normal day,RM 69.31,108.5
W.P. Putrajaya,2026-05-11,2026,May,11,71.7,112.22,2026-05-02,63.89,8,8.35,20,11.87,12,21.9,11,3.9,25,3.99,25,3.05,26,7.0,14,11.65,21,739747,120.39,100.0,Normal day,RM 71.70,112.2
W.P. Putrajaya,2026-05-12,2026,May,12,70.81,110.83,2026-05-02,63.89,8,8.39,15,11.99,11,21.9,7,3.59,15,3.65,14,2.4,14,6.45,8,12.45,13,739748,120.39,100.0,Normal day,RM 70.81,110.8
W.P. Putrajaya,2026-05-13,2026,May,13,67.69,105.95,2026-05-02,63.89,8,8.25,14,11.99,9,19.95,6,3.9,15,3.65,14,2.4,14,5.99,9,11.57,12,739749,120.39,100.0,Normal day,RM 67.69,106.0
W.P. Putrajaya,2026-05-14,2026,May,14,70.77,110.77,2026-05-02,63.89,8,8.3,15,11.99,11,21.9,5,3.99,15,3.65,14,2.5,13,5.99,11,12.45,13,739750,120.39,100.0,Normal day,RM 70.77,110.8
W.P. Putrajaya,2026-05-15,2026,May,15,68.39,107.05,2026-05-02,63.89,8,8.35,14,11.99,11,18.7,6,4.75,14,3.65,14,2.4,14,7.0,10,11.57,14,739751,120.39,100.0,Normal day,RM 68.39,107.0
W.P. Putrajaya,2026-05-16,2026,May,16,71.01,111.15,2026-05-02,63.89,8,8.35,14,11.99,11,21.9,5,4.75,14,3.8,15,2.29,13,6.45,12,11.5,13,739752,120.39,100.0,Normal day,RM 71.01,111.2
W.P. Putrajaya,2026-05-17,2026,May,17,72.11,112.87,2026-05-02,63.89,8,8.35,14,11.99,11,22.5,3,5.14,14,3.8,15,2.29,13,5.99,11,12.05,12,739753,120.39,100.0,Normal day,RM 72.11,112.9
W.P. Putrajaya,2026-05-18,2026,May,18,76.92,120.39,2026-05-02,63.89,8,8.39,20,11.99,15,23.7,8,5.99,26,3.99,27,3.2,25,8.0,13,11.65,23,739754,120.39,100.0,Highest basket index,RM 76.92,120.4
W.P. Putrajaya,2026-05-19,2026,May,19,72.95,114.18,2026-05-02,63.89,8,8.5,14,12.1,9,21.9,5,6.2,14,3.65,14,2.4,14,6.64,8,11.57,14,739755,120.39,100.0,Normal day,RM 72.95,114.2
W.P. Putrajaya,2026-05-20,2026,May,20,73.54,115.1,2026-05-02,63.89,8,8.49,14,12.1,8,22.2,4,5.99,15,3.65,14,2.4,14,6.89,10,11.82,14,739756,120.39,100.0,Normal day,RM 73.54,115.1
