state,map_state,date,year,month_number,month,division,division_name,inflation_yoy,inflation_mom
Sarawak,Sarawak,2019-06-01,2019,6,June,01,Food and non-alcoholic beverages,1.9,-0.1
Selangor,Selangor,2019-06-01,2019,6,June,01,Food and non-alcoholic beverages,2.5,0.1
Terengganu,Terengganu,2019-06-01,2019,6,June,01,Food and non-alcoholic beverages,1.9,0.6
W.P. Kuala Lumpur,Kuala Lumpur,2019-06-01,2019,6,June,01,Food and non-alcoholic beverages,4.0,0.3
W.P. Labuan,Labuan,2019-06-01,2019,6,June,01,Food and non-alcoholic beverages,1.9,0.2
W.P. Putrajaya,Putrajaya,2019-06-01,2019,6,June,01,Food and non-alcoholic beverages,5.0,-0.1
Johor,Johor,2019-07-01,2019,7,July,01,Food and non-alcoholic beverages,2.7,0.4
Kedah,Kedah,2019-07-01,2019,7,July,01,Food and non-alcoholic beverages,1.4,0.1
Kelantan,Kelantan,2019-07-01,2019,7,July,01,Food and non-alcoholic beverages,1.4,-0.2
Melaka,Melaka,2019-07-01,2019,7,July,01,Food and non-alcoholic beverages,2.2,0.4
Negeri Sembilan,Negeri Sembilan,2019-07-01,2019,7,July,01,Food and non-alcoholic beverages,2.3,0.4
Pahang,Pahang,2019-07-01,2019,7,July,01,Food and non-alcoholic beverages,1.4,0.6
Perak,Perak,2019-07-01,2019,7,July,01,Food and non-alcoholic beverages,2.3,0.5
Perlis,Perlis,2019-07-01,2019,7,July,01,Food and non-alcoholic beverages,2.1,0.1
Pulau Pinang,Penang,2019-07-01,2019,7,July,01,Food and non-alcoholic beverages,3.0,0.6
Sabah,Sabah,2019-07-01,2019,7,July,01,Food and non-alcoholic beverages,1.1,0.0
Sarawak,Sarawak,2019-07-01,2019,7,July,01,Food and non-alcoholic beverages,1.7,0.0
Selangor,Selangor,2019-07-01,2019,7,July,01,Food and non-alcoholic beverages,2.6,0.4
Terengganu,Terengganu,2019-07-01,2019,7,July,01,Food and non-alcoholic beverages,1.6,-0.2
W.P. Kuala Lumpur,Kuala Lumpur,2019-07-01,2019,7,July,01,Food and non-alcoholic beverages,4.4,0.4
W.P. Labuan,Labuan,2019-07-01,2019,7,July,01,Food and non-alcoholic beverages,1.7,0.2
W.P. Putrajaya,Putrajaya,2019-07-01,2019,7,July,01,Food and non-alcoholic beverages,5.9,0.7
Johor,Johor,2019-08-01,2019,8,August,01,Food and non-alcoholic beverages,2.4,-0.1
Kedah,Kedah,2019-08-01,2019,8,August,01,Food and non-alcoholic beverages,1.7,0.5
Kelantan,Kelantan,2019-08-01,2019,8,August,01,Food and non-alcoholic beverages,1.9,0.4
Melaka,Melaka,2019-08-01,2019,8,August,01,Food and non-alcoholic beverages,2.6,0.2
Negeri Sembilan,Negeri Sembilan,2019-08-01,2019,8,August,01,Food and non-alcoholic beverages,2.4,0.2
Pahang,Pahang,2019-08-01,2019,8,August,01,Food and non-alcoholic beverages,1.8,0.3
Perak,Perak,2019-08-01,2019,8,August,01,Food and non-alcoholic beverages,2.7,0.3
Perlis,Perlis,2019-08-01,2019,8,August,01,Food and non-alcoholic beverages,2.3,0.6
Pulau Pinang,Penang,2019-08-01,2019,8,August,01,Food and non-alcoholic beverages,3.1,0.4
Sabah,Sabah,2019-08-01,2019,8,August,01,Food and non-alcoholic beverages,1.0,0.2
Sarawak,Sarawak,2019-08-01,2019,8,August,01,Food and non-alcoholic beverages,1.6,0.0
Selangor,Selangor,2019-08-01,2019,8,August,01,Food and non-alcoholic beverages,2.9,0.2
Terengganu,Terengganu,2019-08-01,2019,8,August,01,Food and non-alcoholic beverages,2.1,0.2
W.P. Kuala Lumpur,Kuala Lumpur,2019-08-01,2019,8,August,01,Food and non-alcoholic beverages,4.7,0.3
W.P. Labuan,Labuan,2019-08-01,2019,8,August,01,Food and non-alcoholic beverages,1.7,0.0
W.P. Putrajaya,Putrajaya,2019-08-01,2019,8,August,01,Food and non-alcoholic beverages,5.7,0.1
Johor,Johor,2019-09-01,2019,9,September,01,Food and non-alcoholic beverages,2.6,0.0
Kedah,Kedah,2019-09-01,2019,9,September,01,Food and non-alcoholic beverages,1.8,-0.2
Kelantan,Kelantan,2019-09-01,2019,9,September,01,Food and non-alcoholic beverages,1.5,-0.7
Melaka,Melaka,2019-09-01,2019,9,September,01,Food and non-alcoholic beverages,2.3,-0.2
Negeri Sembilan,Negeri Sembilan,2019-09-01,2019,9,September,01,Food and non-alcoholic beverages,1.9,-0.1
Pahang,Pahang,2019-09-01,2019,9,September,01,Food and non-alcoholic beverages,1.9,-0.3
Perak,Perak,2019-09-01,2019,9,September,01,Food and non-alcoholic beverages,2.3,-0.2
Perlis,Perlis,2019-09-01,2019,9,September,01,Food and non-alcoholic beverages,1.5,-0.4
Pulau Pinang,Penang,2019-09-01,2019,9,September,01,Food and non-alcoholic beverages,2.6,-0.1
Sabah,Sabah,2019-09-01,2019,9,September,01,Food and non-alcoholic beverages,0.8,0.0
Sarawak,Sarawak,2019-09-01,2019,9,September,01,Food and non-alcoholic beverages,1.2,0.1
Selangor,Selangor,2019-09-01,2019,9,September,01,Food and non-alcoholic beverages,2.4,-0.1
Terengganu,Terengganu,2019-09-01,2019,9,September,01,Food and non-alcoholic beverages,2.3,-0.3
W.P. Kuala Lumpur,Kuala Lumpur,2019-09-01,2019,9,September,01,Food and non-alcoholic beverages,3.9,-0.4
W.P. Labuan,Labuan,2019-09-01,2019,9,September,01,Food and non-alcoholic beverages,1.7,-0.1
W.P. Putrajaya,Putrajaya,2019-09-01,2019,9,September,01,Food and non-alcoholic beverages,4.9,-0.1
Johor,Johor,2019-10-01,2019,10,October,01,Food and non-alcoholic beverages,2.5,0.2
Kedah,Kedah,2019-10-01,2019,10,October,01,Food and non-alcoholic beverages,1.3,0.0
Kelantan,Kelantan,2019-10-01,2019,10,October,01,Food and non-alcoholic beverages,1.4,-0.2
Melaka,Melaka,2019-10-01,2019,10,October,01,Food and non-alcoholic beverages,1.6,-0.1
Negeri Sembilan,Negeri Sembilan,2019-10-01,2019,10,October,01,Food and non-alcoholic beverages,1.5,-0.1
Pahang,Pahang,2019-10-01,2019,10,October,01,Food and non-alcoholic beverages,0.8,-0.2
Perak,Perak,2019-10-01,2019,10,October,01,Food and non-alcoholic beverages,1.8,-0.2
Perlis,Perlis,2019-10-01,2019,10,October,01,Food and non-alcoholic beverages,1.2,-0.2
Pulau Pinang,Penang,2019-10-01,2019,10,October,01,Food and non-alcoholic beverages,2.1,-0.1
Sabah,Sabah,2019-10-01,2019,10,October,01,Food and non-alcoholic beverages,0.9,0.1
Sarawak,Sarawak,2019-10-01,2019,10,October,01,Food and non-alcoholic beverages,1.0,0.0
Selangor,Selangor,2019-10-01,2019,10,October,01,Food and non-alcoholic beverages,1.9,0.3
Terengganu,Terengganu,2019-10-01,2019,10,October,01,Food and non-alcoholic beverages,1.9,-0.1
W.P. Kuala Lumpur,Kuala Lumpur,2019-10-01,2019,10,October,01,Food and non-alcoholic beverages,2.4,-0.1
W.P. Labuan,Labuan,2019-10-01,2019,10,October,01,Food and non-alcoholic beverages,1.0,-0.1
W.P. Putrajaya,Putrajaya,2019-10-01,2019,10,October,01,Food and non-alcoholic beverages,4.7,0.2
Johor,Johor,2019-11-01,2019,11,November,01,Food and non-alcoholic beverages,1.8,-0.3
Kedah,Kedah,2019-11-01,2019,11,November,01,Food and non-alcoholic beverages,1.7,-0.1
Kelantan,Kelantan,2019-11-01,2019,11,November,01,Food and non-alcoholic beverages,0.7,-0.2
Melaka,Melaka,2019-11-01,2019,11,November,01,Food and non-alcoholic beverages,1.1,-0.1
Negeri Sembilan,Negeri Sembilan,2019-11-01,2019,11,November,01,Food and non-alcoholic beverages,1.1,0.0
Pahang,Pahang,2019-11-01,2019,11,November,01,Food and non-alcoholic beverages,0.8,-0.1
Perak,Perak,2019-11-01,2019,11,November,01,Food and non-alcoholic beverages,1.8,0.1
Perlis,Perlis,2019-11-01,2019,11,November,01,Food and non-alcoholic beverages,1.1,-0.2
Pulau Pinang,Penang,2019-11-01,2019,11,November,01,Food and non-alcoholic beverages,1.9,0.1
Sabah,Sabah,2019-11-01,2019,11,November,01,Food and non-alcoholic beverages,1.2,0.5
Sarawak,Sarawak,2019-11-01,2019,11,November,01,Food and non-alcoholic beverages,0.9,0.1
Selangor,Selangor,2019-11-01,2019,11,November,01,Food and non-alcoholic beverages,2.0,0.2
Terengganu,Terengganu,2019-11-01,2019,11,November,01,Food and non-alcoholic beverages,0.9,-0.2
W.P. Kuala Lumpur,Kuala Lumpur,2019-11-01,2019,11,November,01,Food and non-alcoholic beverages,1.9,0.1
W.P. Labuan,Labuan,2019-11-01,2019,11,November,01,Food and non-alcoholic beverages,0.7,-0.2
W.P. Putrajaya,Putrajaya,2019-11-01,2019,11,November,01,Food and non-alcoholic beverages,3.7,0.3
Johor,Johor,2019-12-01,2019,12,December,01,Food and non-alcoholic beverages,2.5,0.9
Kedah,Kedah,2019-12-01,2019,12,December,01,Food and non-alcoholic beverages,1.3,0.2
Kelantan,Kelantan,2019-12-01,2019,12,December,01,Food and non-alcoholic beverages,0.7,0.8
Melaka,Melaka,2019-12-01,2019,12,December,01,Food and non-alcoholic beverages,0.7,0.2
Negeri Sembilan,Negeri Sembilan,2019-12-01,2019,12,December,01,Food and non-alcoholic beverages,1.0,0.1
Pahang,Pahang,2019-12-01,2019,12,December,01,Food and non-alcoholic beverages,0.5,0.5
Perak,Perak,2019-12-01,2019,12,December,01,Food and non-alcoholic beverages,1.6,0.2
Perlis,Perlis,2019-12-01,2019,12,December,01,Food and non-alcoholic beverages,1.1,0.9
Pulau Pinang,Penang,2019-12-01,2019,12,December,01,Food and non-alcoholic beverages,1.6,0.1
Sabah,Sabah,2019-12-01,2019,12,December,01,Food and non-alcoholic beverages,1.3,0.2
Sarawak,Sarawak,2019-12-01,2019,12,December,01,Food and non-alcoholic beverages,0.9,0.1
Selangor,Selangor,2019-12-01,2019,12,December,01,Food and non-alcoholic beverages,2.1,0.4
Terengganu,Terengganu,2019-12-01,2019,12,December,01,Food and non-alcoholic beverages,1.3,0.9
W.P. Kuala Lumpur,Kuala Lumpur,2019-12-01,2019,12,December,01,Food and non-alcoholic beverages,2.1,0.2
W.P. Labuan,Labuan,2019-12-01,2019,12,December,01,Food and non-alcoholic beverages,0.8,0.2
W.P. Putrajaya,Putrajaya,2019-12-01,2019,12,December,01,Food and non-alcoholic beverages,3.1,0.1
Johor,Johor,2020-01-01,2020,1,January,01,Food and non-alcoholic beverages,1.3,0.2
Kedah,Kedah,2020-01-01,2020,1,January,01,Food and non-alcoholic beverages,0.5,0.1
Kelantan,Kelantan,2020-01-01,2020,1,January,01,Food and non-alcoholic beverages,-0.1,0.2
Melaka,Melaka,2020-01-01,2020,1,January,01,Food and non-alcoholic beverages,0.0,0.1
Negeri Sembilan,Negeri Sembilan,2020-01-01,2020,1,January,01,Food and non-alcoholic beverages,0.7,0.5
Pahang,Pahang,2020-01-01,2020,1,January,01,Food and non-alcoholic beverages,0.2,0.2
Perak,Perak,2020-01-01,2020,1,January,01,Food and non-alcoholic beverages,1.0,0.5
Perlis,Perlis,2020-01-01,2020,1,January,01,Food and non-alcoholic beverages,0.1,0.0
Pulau Pinang,Penang,2020-01-01,2020,1,January,01,Food and non-alcoholic beverages,1.1,0.2
Sabah,Sabah,2020-01-01,2020,1,January,01,Food and non-alcoholic beverages,0.9,0.2
Sarawak,Sarawak,2020-01-01,2020,1,January,01,Food and non-alcoholic beverages,0.9,0.3
Selangor,Selangor,2020-01-01,2020,1,January,01,Food and non-alcoholic beverages,1.3,0.1
Terengganu,Terengganu,2020-01-01,2020,1,January,01,Food and non-alcoholic beverages,0.5,0.2
W.P. Kuala Lumpur,Kuala Lumpur,2020-01-01,2020,1,January,01,Food and non-alcoholic beverages,1.0,-0.1
W.P. Labuan,Labuan,2020-01-01,2020,1,January,01,Food and non-alcoholic beverages,0.4,0.2
W.P. Putrajaya,Putrajaya,2020-01-01,2020,1,January,01,Food and non-alcoholic beverages,1.5,0.7
Johor,Johor,2020-02-01,2020,2,February,01,Food and non-alcoholic beverages,1.3,0.1
Kedah,Kedah,2020-02-01,2020,2,February,01,Food and non-alcoholic beverages,0.3,0.0
Kelantan,Kelantan,2020-02-01,2020,2,February,01,Food and non-alcoholic beverages,0.2,-0.2
Melaka,Melaka,2020-02-01,2020,2,February,01,Food and non-alcoholic beverages,-0.1,-0.1
Negeri Sembilan,Negeri Sembilan,2020-02-01,2020,2,February,01,Food and non-alcoholic beverages,0.7,0.1
Pahang,Pahang,2020-02-01,2020,2,February,01,Food and non-alcoholic beverages,0.5,0.3
Perak,Perak,2020-02-01,2020,2,February,01,Food and non-alcoholic beverages,0.9,0.2
Perlis,Perlis,2020-02-01,2020,2,February,01,Food and non-alcoholic beverages,-0.2,-0.2
Pulau Pinang,Penang,2020-02-01,2020,2,February,01,Food and non-alcoholic beverages,1.0,0.2
Sabah,Sabah,2020-02-01,2020,2,February,01,Food and non-alcoholic beverages,0.7,-0.2
Sarawak,Sarawak,2020-02-01,2020,2,February,01,Food and non-alcoholic beverages,0.8,0.1
Selangor,Selangor,2020-02-01,2020,2,February,01,Food and non-alcoholic beverages,1.3,0.2
Terengganu,Terengganu,2020-02-01,2020,2,February,01,Food and non-alcoholic beverages,0.5,-0.1
W.P. Kuala Lumpur,Kuala Lumpur,2020-02-01,2020,2,February,01,Food and non-alcoholic beverages,0.6,-0.1
W.P. Labuan,Labuan,2020-02-01,2020,2,February,01,Food and non-alcoholic beverages,0.2,0.2
W.P. Putrajaya,Putrajaya,2020-02-01,2020,2,February,01,Food and non-alcoholic beverages,1.4,-0.1
Johor,Johor,2020-03-01,2020,3,March,01,Food and non-alcoholic beverages,1.8,-0.2
Kedah,Kedah,2020-03-01,2020,3,March,01,Food and non-alcoholic beverages,0.5,0.0
Kelantan,Kelantan,2020-03-01,2020,3,March,01,Food and non-alcoholic beverages,1.2,-0.1
Melaka,Melaka,2020-03-01,2020,3,March,01,Food and non-alcoholic beverages,0.4,0.1
Negeri Sembilan,Negeri Sembilan,2020-03-01,2020,3,March,01,Food and non-alcoholic beverages,0.8,-0.3
Pahang,Pahang,2020-03-01,2020,3,March,01,Food and non-alcoholic beverages,0.9,-0.2
Perak,Perak,2020-03-01,2020,3,March,01,Food and non-alcoholic beverages,1.0,-0.2
Perlis,Perlis,2020-03-01,2020,3,March,01,Food and non-alcoholic beverages,-0.1,-0.6
Pulau Pinang,Penang,2020-03-01,2020,3,March,01,Food and non-alcoholic beverages,1.2,-0.1
Sabah,Sabah,2020-03-01,2020,3,March,01,Food and non-alcoholic beverages,0.3,-0.4
Sarawak,Sarawak,2020-03-01,2020,3,March,01,Food and non-alcoholic beverages,0.6,0.0
Selangor,Selangor,2020-03-01,2020,3,March,01,Food and non-alcoholic beverages,1.8,0.0
Terengganu,Terengganu,2020-03-01,2020,3,March,01,Food and non-alcoholic beverages,1.6,-0.1
W.P. Kuala Lumpur,Kuala Lumpur,2020-03-01,2020,3,March,01,Food and non-alcoholic beverages,0.7,-0.1
W.P. Labuan,Labuan,2020-03-01,2020,3,March,01,Food and non-alcoholic beverages,0.3,-0.2
W.P. Putrajaya,Putrajaya,2020-03-01,2020,3,March,01,Food and non-alcoholic beverages,2.9,1.1
Johor,Johor,2020-04-01,2020,4,April,01,Food and non-alcoholic beverages,1.7,-0.3
Kedah,Kedah,2020-04-01,2020,4,April,01,Food and non-alcoholic beverages,0.5,-0.5
Kelantan,Kelantan,2020-04-01,2020,4,April,01,Food and non-alcoholic beverages,1.1,-0.3
Melaka,Melaka,2020-04-01,2020,4,April,01,Food and non-alcoholic beverages,1.0,0.1
Negeri Sembilan,Negeri Sembilan,2020-04-01,2020,4,April,01,Food and non-alcoholic beverages,1.1,0.2
Pahang,Pahang,2020-04-01,2020,4,April,01,Food and non-alcoholic beverages,1.1,-0.2
Perak,Perak,2020-04-01,2020,4,April,01,Food and non-alcoholic beverages,1.8,0.5
Perlis,Perlis,2020-04-01,2020,4,April,01,Food and non-alcoholic beverages,0.7,0.3
Pulau Pinang,Penang,2020-04-01,2020,4,April,01,Food and non-alcoholic beverages,1.5,0.2
Sabah,Sabah,2020-04-01,2020,4,April,01,Food and non-alcoholic beverages,0.0,-0.6
Sarawak,Sarawak,2020-04-01,2020,4,April,01,Food and non-alcoholic beverages,0.5,-0.2
Selangor,Selangor,2020-04-01,2020,4,April,01,Food and non-alcoholic beverages,1.8,-0.3
Terengganu,Terengganu,2020-04-01,2020,4,April,01,Food and non-alcoholic beverages,1.8,-0.1
W.P. Kuala Lumpur,Kuala Lumpur,2020-04-01,2020,4,April,01,Food and non-alcoholic beverages,0.7,0.0
W.P. Labuan,Labuan,2020-04-01,2020,4,April,01,Food and non-alcoholic beverages,0.7,0.2
W.P. Putrajaya,Putrajaya,2020-04-01,2020,4,April,01,Food and non-alcoholic beverages,3.0,-0.4
Johor,Johor,2020-05-01,2020,5,May,01,Food and non-alcoholic beverages,1.3,0.3
Kedah,Kedah,2020-05-01,2020,5,May,01,Food and non-alcoholic beverages,0.9,0.6
Kelantan,Kelantan,2020-05-01,2020,5,May,01,Food and non-alcoholic beverages,0.2,0.2
Melaka,Melaka,2020-05-01,2020,5,May,01,Food and non-alcoholic beverages,0.9,0.3
Negeri Sembilan,Negeri Sembilan,2020-05-01,2020,5,May,01,Food and non-alcoholic beverages,1.1,0.1
Pahang,Pahang,2020-05-01,2020,5,May,01,Food and non-alcoholic beverages,1.0,0.4
Perak,Perak,2020-05-01,2020,5,May,01,Food and non-alcoholic beverages,1.8,0.2
Perlis,Perlis,2020-05-01,2020,5,May,01,Food and non-alcoholic beverages,0.5,0.2
Pulau Pinang,Penang,2020-05-01,2020,5,May,01,Food and non-alcoholic beverages,1.7,0.1
Sabah,Sabah,2020-05-01,2020,5,May,01,Food and non-alcoholic beverages,0.3,0.2
Sarawak,Sarawak,2020-05-01,2020,5,May,01,Food and non-alcoholic beverages,0.4,0.0
Selangor,Selangor,2020-05-01,2020,5,May,01,Food and non-alcoholic beverages,2.1,0.6
Terengganu,Terengganu,2020-05-01,2020,5,May,01,Food and non-alcoholic beverages,1.0,0.2
W.P. Kuala Lumpur,Kuala Lumpur,2020-05-01,2020,5,May,01,Food and non-alcoholic beverages,0.7,0.1
W.P. Labuan,Labuan,2020-05-01,2020,5,May,01,Food and non-alcoholic beverages,0.8,0.1
W.P. Putrajaya,Putrajaya,2020-05-01,2020,5,May,01,Food and non-alcoholic beverages,3.3,0.6
Johor,Johor,2020-06-01,2020,6,June,01,Food and non-alcoholic beverages,2.0,0.8
Kedah,Kedah,2020-06-01,2020,6,June,01,Food and non-alcoholic beverages,1.2,0.5
Kelantan,Kelantan,2020-06-01,2020,6,June,01,Food and non-alcoholic beverages,0.8,0.8
Melaka,Melaka,2020-06-01,2020,6,June,01,Food and non-alcoholic beverages,1.5,0.5
Negeri Sembilan,Negeri Sembilan,2020-06-01,2020,6,June,01,Food and non-alcoholic beverages,1.7,0.5
Pahang,Pahang,2020-06-01,2020,6,June,01,Food and non-alcoholic beverages,2.4,1.1
Perak,Perak,2020-06-01,2020,6,June,01,Food and non-alcoholic beverages,2.2,0.4
Perlis,Perlis,2020-06-01,2020,6,June,01,Food and non-alcoholic beverages,1.6,1.1
Pulau Pinang,Penang,2020-06-01,2020,6,June,01,Food and non-alcoholic beverages,1.9,0.1
Sabah,Sabah,2020-06-01,2020,6,June,01,Food and non-alcoholic beverages,0.2,-0.1
Sarawak,Sarawak,2020-06-01,2020,6,June,01,Food and non-alcoholic beverages,0.5,0.0
Selangor,Selangor,2020-06-01,2020,6,June,01,Food and non-alcoholic beverages,2.6,0.5
Terengganu,Terengganu,2020-06-01,2020,6,June,01,Food and non-alcoholic beverages,1.4,0.9
W.P. Kuala Lumpur,Kuala Lumpur,2020-06-01,2020,6,June,01,Food and non-alcoholic beverages,0.5,0.1
W.P. Labuan,Labuan,2020-06-01,2020,6,June,01,Food and non-alcoholic beverages,0.7,0.1
W.P. Putrajaya,Putrajaya,2020-06-01,2020,6,June,01,Food and non-alcoholic beverages,3.7,0.2
Johor,Johor,2020-07-01,2020,7,July,01,Food and non-alcoholic beverages,1.6,0.0
Kedah,Kedah,2020-07-01,2020,7,July,01,Food and non-alcoholic beverages,1.2,0.0
Kelantan,Kelantan,2020-07-01,2020,7,July,01,Food and non-alcoholic beverages,1.1,0.2
Melaka,Melaka,2020-07-01,2020,7,July,01,Food and non-alcoholic beverages,0.8,-0.2
Negeri Sembilan,Negeri Sembilan,2020-07-01,2020,7,July,01,Food and non-alcoholic beverages,1.4,0.1
Pahang,Pahang,2020-07-01,2020,7,July,01,Food and non-alcoholic beverages,1.7,-0.1
Perak,Perak,2020-07-01,2020,7,July,01,Food and non-alcoholic beverages,1.7,-0.1
Perlis,Perlis,2020-07-01,2020,7,July,01,Food and non-alcoholic beverages,0.9,-0.6
Pulau Pinang,Penang,2020-07-01,2020,7,July,01,Food and non-alcoholic beverages,1.3,0.0
Sabah,Sabah,2020-07-01,2020,7,July,01,Food and non-alcoholic beverages,0.3,0.2
Sarawak,Sarawak,2020-07-01,2020,7,July,01,Food and non-alcoholic beverages,0.5,0.1
Selangor,Selangor,2020-07-01,2020,7,July,01,Food and non-alcoholic beverages,2.3,0.1
Terengganu,Terengganu,2020-07-01,2020,7,July,01,Food and non-alcoholic beverages,1.7,0.2
W.P. Kuala Lumpur,Kuala Lumpur,2020-07-01,2020,7,July,01,Food and non-alcoholic beverages,0.1,0.0
W.P. Labuan,Labuan,2020-07-01,2020,7,July,01,Food and non-alcoholic beverages,0.4,-0.1
W.P. Putrajaya,Putrajaya,2020-07-01,2020,7,July,01,Food and non-alcoholic beverages,3.3,0.3
Johor,Johor,2020-08-01,2020,8,August,01,Food and non-alcoholic beverages,1.7,-0.1
Kedah,Kedah,2020-08-01,2020,8,August,01,Food and non-alcoholic beverages,0.5,-0.1
Kelantan,Kelantan,2020-08-01,2020,8,August,01,Food and non-alcoholic beverages,0.6,-0.2
Melaka,Melaka,2020-08-01,2020,8,August,01,Food and non-alcoholic beverages,0.7,0.1
Negeri Sembilan,Negeri Sembilan,2020-08-01,2020,8,August,01,Food and non-alcoholic beverages,1.4,0.1
Pahang,Pahang,2020-08-01,2020,8,August,01,Food and non-alcoholic beverages,1.4,-0.1
Perak,Perak,2020-08-01,2020,8,August,01,Food and non-alcoholic beverages,1.4,0.1
Perlis,Perlis,2020-08-01,2020,8,August,01,Food and non-alcoholic beverages,0.5,0.2
Pulau Pinang,Penang,2020-08-01,2020,8,August,01,Food and non-alcoholic beverages,1.1,0.1
Sabah,Sabah,2020-08-01,2020,8,August,01,Food and non-alcoholic beverages,0.2,0.2
Sarawak,Sarawak,2020-08-01,2020,8,August,01,Food and non-alcoholic beverages,0.5,0.0
Selangor,Selangor,2020-08-01,2020,8,August,01,Food and non-alcoholic beverages,2.3,0.2
Terengganu,Terengganu,2020-08-01,2020,8,August,01,Food and non-alcoholic beverages,1.5,-0.1
W.P. Kuala Lumpur,Kuala Lumpur,2020-08-01,2020,8,August,01,Food and non-alcoholic beverages,0.7,0.9
W.P. Labuan,Labuan,2020-08-01,2020,8,August,01,Food and non-alcoholic beverages,0.8,0.4
W.P. Putrajaya,Putrajaya,2020-08-01,2020,8,August,01,Food and non-alcoholic beverages,2.9,-0.3
Johor,Johor,2020-09-01,2020,9,September,01,Food and non-alcoholic beverages,1.5,-0.1
Kedah,Kedah,2020-09-01,2020,9,September,01,Food and non-alcoholic beverages,0.5,-0.2
Kelantan,Kelantan,2020-09-01,2020,9,September,01,Food and non-alcoholic beverages,1.1,-0.2
Melaka,Melaka,2020-09-01,2020,9,September,01,Food and non-alcoholic beverages,0.7,-0.2
Negeri Sembilan,Negeri Sembilan,2020-09-01,2020,9,September,01,Food and non-alcoholic beverages,1.4,-0.1
Pahang,Pahang,2020-09-01,2020,9,September,01,Food and non-alcoholic beverages,1.4,-0.2
Perak,Perak,2020-09-01,2020,9,September,01,Food and non-alcoholic beverages,1.5,-0.2
Perlis,Perlis,2020-09-01,2020,9,September,01,Food and non-alcoholic beverages,0.6,-0.3
Pulau Pinang,Penang,2020-09-01,2020,9,September,01,Food and non-alcoholic beverages,1.0,-0.2
Sabah,Sabah,2020-09-01,2020,9,September,01,Food and non-alcoholic beverages,0.2,0.0
