state,state_display,map_state,year,date,crop_type,crop_group,crop_order,planted_area,production,production_thousand_tonnes,total_production_for_crop_year,production_share_percent,production_rank
Selangor,Selangor,Selangor,2017,2017-01-01,fruits,Fruits,2,2055.1,19392.2,19.3922,1492600.8,1.299222136287211,12
Pulau Pinang,Penang,Penang,2017,2017-01-01,fruits,Fruits,2,2529.4,16590.8,16.590799999999998,1492600.8,1.1115363196911054,13
W.P. Labuan,Labuan,Labuan,2017,2017-01-01,fruits,Fruits,2,175.6,343.9,0.3439,1492600.8,0.023040319956950307,14
W.P. Kuala Lumpur,Kuala Lumpur,Kuala Lumpur,2017,2017-01-01,fruits,Fruits,2,0.0,0.0,0.0,1492600.8,0.0,15
Johor,Johor,Johor,2018,2018-01-01,fruits,Fruits,2,46698.3,567300.8,567.3008000000001,1543086.1,36.76404058075567,1
Pahang,Pahang,Pahang,2018,2018-01-01,fruits,Fruits,2,26323.1,208730.9,208.7309,1543086.1,13.526847270544398,2
Sarawak,Sarawak,Sarawak,2018,2018-01-01,fruits,Fruits,2,37078.3,141047.3,141.04729999999998,1543086.1,9.140598181786483,3
Kelantan,Kelantan,Kelantan,2018,2018-01-01,fruits,Fruits,2,18880.6,132629.3,132.6293,1543086.1,8.5950680263402,4
Sabah,Sabah,Sabah,2018,2018-01-01,fruits,Fruits,2,18093.2,108138.7,108.1387,1543086.1,7.007949848035051,5
Perak,Perak,Perak,2018,2018-01-01,fruits,Fruits,2,11406.1,107891.4,107.89139999999999,1543086.1,6.991923522608362,6
Kedah,Kedah,Kedah,2018,2018-01-01,fruits,Fruits,2,11972.4,69874.0,69.874,1543086.1,4.528198394114236,7
Negeri Sembilan,Negeri Sembilan,Negeri Sembilan,2018,2018-01-01,fruits,Fruits,2,5687.5,57281.3,57.2813,1543086.1,3.712125979230841,8
Terengganu,Terengganu,Terengganu,2018,2018-01-01,fruits,Fruits,2,7709.0,50831.2,50.831199999999995,1543086.1,3.294125972620711,9
Selangor,Selangor,Selangor,2018,2018-01-01,fruits,Fruits,2,2019.0,33180.1,33.180099999999996,1543086.1,2.1502429449659353,10
Perlis,Perlis,Perlis,2018,2018-01-01,fruits,Fruits,2,3662.7,24316.9,24.3169,1543086.1,1.575861515439741,11
Melaka,Melaka,Melaka,2018,2018-01-01,fruits,Fruits,2,3328.9,23245.4,23.2454,1543086.1,1.506422745950469,12
Pulau Pinang,Penang,Penang,2018,2018-01-01,fruits,Fruits,2,2452.5,18214.8,18.2148,1543086.1,1.1804137176791365,13
W.P. Labuan,Labuan,Labuan,2018,2018-01-01,fruits,Fruits,2,168.9,404.0,0.404,1543086.1,0.026181299928759647,14
W.P. Kuala Lumpur,Kuala Lumpur,Kuala Lumpur,2018,2018-01-01,fruits,Fruits,2,0.0,0.0,0.0,1543086.1,0.0,15
Johor,Johor,Johor,2019,2019-01-01,fruits,Fruits,2,41504.2,543387.3,543.3873000000001,1560905.9000000001,34.812303547574516,1
Pahang,Pahang,Pahang,2019,2019-01-01,fruits,Fruits,2,22760.7,200044.8,200.04479999999998,1560905.9000000001,12.815942331949671,2
Sarawak,Sarawak,Sarawak,2019,2019-01-01,fruits,Fruits,2,35769.8,160713.7,160.71370000000002,1560905.9000000001,10.296181211179995,3
Kelantan,Kelantan,Kelantan,2019,2019-01-01,fruits,Fruits,2,19573.3,139396.2,139.39620000000002,1560905.9000000001,8.930467877660018,4
Sabah,Sabah,Sabah,2019,2019-01-01,fruits,Fruits,2,18484.0,127771.1,127.7711,1560905.9000000001,8.185701649279434,5
Perak,Perak,Perak,2019,2019-01-01,fruits,Fruits,2,11441.9,116374.2,116.3742,1560905.9000000001,7.455555136283358,6
Kedah,Kedah,Kedah,2019,2019-01-01,fruits,Fruits,2,11242.0,71440.5,71.4405,1560905.9000000001,4.576861423869305,7
Negeri Sembilan,Negeri Sembilan,Negeri Sembilan,2019,2019-01-01,fruits,Fruits,2,5552.7,64512.0,64.512,1560905.9000000001,4.132984570049994,8
Terengganu,Terengganu,Terengganu,2019,2019-01-01,fruits,Fruits,2,7579.6,57368.9,57.368900000000004,1560905.9000000001,3.675359289756032,9
Selangor,Selangor,Selangor,2019,2019-01-01,fruits,Fruits,2,2038.2,29414.3,29.4143,1560905.9000000001,1.8844377486176456,10
Pulau Pinang,Penang,Penang,2019,2019-01-01,fruits,Fruits,2,2542.9,24072.2,24.072200000000002,1560905.9000000001,1.542194183518686,11
Melaka,Melaka,Melaka,2019,2019-01-01,fruits,Fruits,2,3025.4,15435.1,15.4351,1560905.9000000001,0.9888552538625165,12
Perlis,Perlis,Perlis,2019,2019-01-01,fruits,Fruits,2,2895.5,10580.9,10.5809,1560905.9000000001,0.6778691784046686,13
W.P. Labuan,Labuan,Labuan,2019,2019-01-01,fruits,Fruits,2,139.1,394.7,0.3947,1560905.9000000001,0.02528659799415198,14
W.P. Kuala Lumpur,Kuala Lumpur,Kuala Lumpur,2019,2019-01-01,fruits,Fruits,2,0.0,0.0,0.0,1560905.9000000001,0.0,15
Johor,Johor,Johor,2020,2020-01-01,fruits,Fruits,2,44779.0,557842.7,557.8426999999999,1550481.5,35.97867501160123,1
Pahang,Pahang,Pahang,2020,2020-01-01,fruits,Fruits,2,24836.8,201494.6,201.49460000000002,1550481.5,12.995614588113435,2
Sarawak,Sarawak,Sarawak,2020,2020-01-01,fruits,Fruits,2,36868.7,174313.9,174.3139,1550481.5,11.242565615907058,3
Kelantan,Kelantan,Kelantan,2020,2020-01-01,fruits,Fruits,2,20712.3,141461.8,141.46179999999998,1550481.5,9.123733498271342,4
Sabah,Sabah,Sabah,2020,2020-01-01,fruits,Fruits,2,19112.5,123396.6,123.3966,1550481.5,7.9585986675752025,5
Perak,Perak,Perak,2020,2020-01-01,fruits,Fruits,2,10310.8,97985.2,97.98519999999999,1550481.5,6.319662633833426,6
Negeri Sembilan,Negeri Sembilan,Negeri Sembilan,2020,2020-01-01,fruits,Fruits,2,5384.8,66524.5,66.5245,1550481.5,4.2905703808784565,7
Kedah,Kedah,Kedah,2020,2020-01-01,fruits,Fruits,2,11175.4,61839.5,61.8395,1550481.5,3.9884061822085592,8
Terengganu,Terengganu,Terengganu,2020,2020-01-01,fruits,Fruits,2,7399.6,34879.6,34.879599999999996,1550481.5,2.249597947476316,9
Selangor,Selangor,Selangor,2020,2020-01-01,fruits,Fruits,2,2096.1,33288.1,33.2881,1550481.5,2.146952414459637,10
Melaka,Melaka,Melaka,2020,2020-01-01,fruits,Fruits,2,4539.8,24708.0,24.708,1550481.5,1.5935694814804304,11
Pulau Pinang,Penang,Penang,2020,2020-01-01,fruits,Fruits,2,2619.5,23743.2,23.7432,1550481.5,1.5313436503434579,12
Perlis,Perlis,Perlis,2020,2020-01-01,fruits,Fruits,2,1957.1,8631.3,8.6313,1550481.5,0.5566851329732085,13
W.P. Labuan,Labuan,Labuan,2020,2020-01-01,fruits,Fruits,2,73.6,372.5,0.3725,1550481.5,0.02402479487823621,14
W.P. Kuala Lumpur,Kuala Lumpur,Kuala Lumpur,2020,2020-01-01,fruits,Fruits,2,0.0,0.0,0.0,1550481.5,0.0,15
Johor,Johor,Johor,2021,2021-01-01,fruits,Fruits,2,50231.6,631711.1,631.7111,1686875.4,37.44859282434257,1
Pahang,Pahang,Pahang,2021,2021-01-01,fruits,Fruits,2,25679.1,244209.0,244.209,1686875.4,14.47700286577183,2
Sarawak,Sarawak,Sarawak,2021,2021-01-01,fruits,Fruits,2,36814.1,145573.0,145.573,1686875.4,8.629742303432726,3
Kelantan,Kelantan,Kelantan,2021,2021-01-01,fruits,Fruits,2,19759.7,145161.2,145.1612,1686875.4,8.605330304775327,4
Sabah,Sabah,Sabah,2021,2021-01-01,fruits,Fruits,2,20301.3,123132.2,123.1322,1686875.4,7.299424723367238,5
Perak,Perak,Perak,2021,2021-01-01,fruits,Fruits,2,11439.3,121457.8,121.4578,1686875.4,7.200164280064787,6
Kedah,Kedah,Kedah,2021,2021-01-01,fruits,Fruits,2,9733.8,73092.9,73.0929,1686875.4,4.333034911766453,7
Negeri Sembilan,Negeri Sembilan,Negeri Sembilan,2021,2021-01-01,fruits,Fruits,2,5572.0,68549.3,68.5493,1686875.4,4.063684845958392,8
Terengganu,Terengganu,Terengganu,2021,2021-01-01,fruits,Fruits,2,7652.9,49649.6,49.6496,1686875.4,2.94328792749008,9
Selangor,Selangor,Selangor,2021,2021-01-01,fruits,Fruits,2,5288.1,35605.4,35.6054,1686875.4,2.1107308814865644,10
Pulau Pinang,Penang,Penang,2021,2021-01-01,fruits,Fruits,2,2525.4,22688.1,22.6881,1686875.4,1.344977821124192,11
Melaka,Melaka,Melaka,2021,2021-01-01,fruits,Fruits,2,2861.9,19133.9,19.1339,1686875.4,1.1342805757911938,12
Perlis,Perlis,Perlis,2021,2021-01-01,fruits,Fruits,2,1485.6,6575.4,6.575399999999999,1686875.4,0.3897976104222043,13
W.P. Labuan,Labuan,Labuan,2021,2021-01-01,fruits,Fruits,2,74.9,336.5,0.3365,1686875.4,0.01994812420644702,14
W.P. Kuala Lumpur,Kuala Lumpur,Kuala Lumpur,2021,2021-01-01,fruits,Fruits,2,0.0,0.0,0.0,1686875.4,0.0,15
Johor,Johor,Johor,2022,2022-01-01,fruits,Fruits,2,50217.0,772317.4,772.3174,1827992.5,42.24948406516985,1
Pahang,Pahang,Pahang,2022,2022-01-01,fruits,Fruits,2,27331.1,271797.9,271.7979,1827992.5,14.868655095685568,2
Sarawak,Sarawak,Sarawak,2022,2022-01-01,fruits,Fruits,2,36397.5,147922.3,147.92229999999998,1827992.5,8.092062740957633,3
Kelantan,Kelantan,Kelantan,2022,2022-01-01,fruits,Fruits,2,21326.5,134277.4,134.2774,1827992.5,7.345620947569532,4
Sabah,Sabah,Sabah,2022,2022-01-01,fruits,Fruits,2,20922.2,106700.0,106.7,1827992.5,5.837004254667347,5
Perak,Perak,Perak,2022,2022-01-01,fruits,Fruits,2,11588.7,101488.2,101.48819999999999,1827992.5,5.551893675712565,6
Kedah,Kedah,Kedah,2022,2022-01-01,fruits,Fruits,2,9762.2,96009.6,96.0096,1827992.5,5.252187850880132,7
Negeri Sembilan,Negeri Sembilan,Negeri Sembilan,2022,2022-01-01,fruits,Fruits,2,6107.7,68198.9,68.1989,1827992.5,3.7308085235579465,8
Selangor,Selangor,Selangor,2022,2022-01-01,fruits,Fruits,2,1971.6,41376.1,41.3761,1827992.5,2.2634720875495935,9
Melaka,Melaka,Melaka,2022,2022-01-01,fruits,Fruits,2,5631.5,28518.7,28.5187,1827992.5,1.5601103396211966,10
Terengganu,Terengganu,Terengganu,2022,2022-01-01,fruits,Fruits,2,7184.4,27278.9,27.2789,1827992.5,1.492287304242222,11
Pulau Pinang,Penang,Penang,2022,2022-01-01,fruits,Fruits,2,2536.7,23911.1,23.911099999999998,1827992.5,1.3080524126876887,12
Perlis,Perlis,Perlis,2022,2022-01-01,fruits,Fruits,2,2266.3,7744.2,7.7442,1827992.5,0.42364506418926773,13
W.P. Labuan,Labuan,Labuan,2022,2022-01-01,fruits,Fruits,2,187.8,451.8,0.45180000000000003,1827992.5,0.024715637509453676,14
W.P. Kuala Lumpur,Kuala Lumpur,Kuala Lumpur,2022,2022-01-01,fruits,Fruits,2,0.0,0.0,0.0,1827992.5,0.0,15
Pahang,Pahang,Pahang,2017,2017-01-01,vegetables,Vegetables,3,17173.1,355743.9,355.7439,1003536.4,35.449028057178595,1
Johor,Johor,Johor,2017,2017-01-01,vegetables,Vegetables,3,16117.2,203846.0,203.846,1003536.4,20.31276593454906,2
Kelantan,Kelantan,Kelantan,2017,2017-01-01,vegetables,Vegetables,3,3808.9,116909.8,116.9098,1003536.4,11.649781711953846,3
Perak,Perak,Perak,2017,2017-01-01,vegetables,Vegetables,3,6529.2,107265.8,107.2658,1003536.4,10.688780197708821,4
Sarawak,Sarawak,Sarawak,2017,2017-01-01,vegetables,Vegetables,3,5031.1,51872.4,51.8724,1003536.4,5.168960488129778,5
Sabah,Sabah,Sabah,2017,2017-01-01,vegetables,Vegetables,3,4350.7,43623.7,43.6237,1003536.4,4.346997278823169,6
Selangor,Selangor,Selangor,2017,2017-01-01,vegetables,Vegetables,3,2626.1,36690.1,36.6901,1003536.4,3.6560806364373026,7
Negeri Sembilan,Negeri Sembilan,Negeri Sembilan,2017,2017-01-01,vegetables,Vegetables,3,1556.0,22026.3,22.0263,1003536.4,2.1948680685623363,8
Terengganu,Terengganu,Terengganu,2017,2017-01-01,vegetables,Vegetables,3,1306.1,18018.0,18.018,1003536.4,1.7954505686091704,9
Melaka,Melaka,Melaka,2017,2017-01-01,vegetables,Vegetables,3,1350.3,17606.3,17.6063,1003536.4,1.7544256491344008,10
Kedah,Kedah,Kedah,2017,2017-01-01,vegetables,Vegetables,3,1691.9,17111.7,17.1117,1003536.4,1.705139943105203,11
Pulau Pinang,Penang,Penang,2017,2017-01-01,vegetables,Vegetables,3,821.0,11218.1,11.2181,1003536.4,1.1178568111729679,12
Perlis,Perlis,Perlis,2017,2017-01-01,vegetables,Vegetables,3,99.1,1288.1,1.2880999999999998,1003536.4,0.12835608155319528,13
W.P. Labuan,Labuan,Labuan,2017,2017-01-01,vegetables,Vegetables,3,77.8,316.2,0.3162,1003536.4,0.031508573082152276,14
W.P. Kuala Lumpur,Kuala Lumpur,Kuala Lumpur,2017,2017-01-01,vegetables,Vegetables,3,0.0,0.0,0.0,1003536.4,0.0,15
Pahang,Pahang,Pahang,2018,2018-01-01,vegetables,Vegetables,3,15840.6,368063.0,368.063,997745.2999999999,36.88947469860294,1
Johor,Johor,Johor,2018,2018-01-01,vegetables,Vegetables,3,14502.9,198459.8,198.4598,997745.2999999999,19.890827849552387,2
Kelantan,Kelantan,Kelantan,2018,2018-01-01,vegetables,Vegetables,3,4311.6,125499.9,125.4999,997745.2999999999,12.578350406661901,3
Perak,Perak,Perak,2018,2018-01-01,vegetables,Vegetables,3,6512.0,103631.2,103.63119999999999,997745.2999999999,10.38653852842003,4
Sarawak,Sarawak,Sarawak,2018,2018-01-01,vegetables,Vegetables,3,4533.7,43691.0,43.691,997745.2999999999,4.3789732710342015,5
Sabah,Sabah,Sabah,2018,2018-01-01,vegetables,Vegetables,3,4348.4,42767.0,42.767,997745.2999999999,4.2863644659614035,6
Selangor,Selangor,Selangor,2018,2018-01-01,vegetables,Vegetables,3,2323.9,32258.5,32.2585,997745.2999999999,3.233139760217362,7
Negeri Sembilan,Negeri Sembilan,Negeri Sembilan,2018,2018-01-01,vegetables,Vegetables,3,1519.5,21190.2,21.1902,997745.2999999999,2.1238085511402565,8
Melaka,Melaka,Melaka,2018,2018-01-01,vegetables,Vegetables,3,1246.5,17948.3,17.9483,997745.2999999999,1.7988859481472879,9
Terengganu,Terengganu,Terengganu,2018,2018-01-01,vegetables,Vegetables,3,1181.5,16870.0,16.87,997745.2999999999,1.6908122744351692,10
Kedah,Kedah,Kedah,2018,2018-01-01,vegetables,Vegetables,3,1345.9,14115.0,14.115,997745.2999999999,1.4146897008685484,11
Pulau Pinang,Penang,Penang,2018,2018-01-01,vegetables,Vegetables,3,923.4,10711.7,10.7117,997745.2999999999,1.0735906247816955,12
Perlis,Perlis,Perlis,2018,2018-01-01,vegetables,Vegetables,3,155.3,2206.3,2.2063,997745.2999999999,0.2211285786061834,13
W.P. Labuan,Labuan,Labuan,2018,2018-01-01,vegetables,Vegetables,3,72.5,333.4,0.3334,997745.2999999999,0.03341534157063932,14
W.P. Kuala Lumpur,Kuala Lumpur,Kuala Lumpur,2018,2018-01-01,vegetables,Vegetables,3,0.0,0.0,0.0,997745.2999999999,0.0,15
Pahang,Pahang,Pahang,2019,2019-01-01,vegetables,Vegetables,3,15181.0,335935.0,335.935,1020713.7000000001,32.91177535875143,1
Johor,Johor,Johor,2019,2019-01-01,vegetables,Vegetables,3,15359.3,203996.5,203.9965,1020713.7000000001,19.985672769945182,2
Kelantan,Kelantan,Kelantan,2019,2019-01-01,vegetables,Vegetables,3,4639.5,132188.2,132.18820000000002,1020713.7000000001,12.950565863865645,3
Perak,Perak,Perak,2019,2019-01-01,vegetables,Vegetables,3,6628.2,116983.6,116.98360000000001,1020713.7000000001,11.460961090264586,4
Sarawak,Sarawak,Sarawak,2019,2019-01-01,vegetables,Vegetables,3,6098.2,61348.8,61.348800000000004,1020713.7000000001,6.010382735139149,5
Sabah,Sabah,Sabah,2019,2019-01-01,vegetables,Vegetables,3,4541.9,46227.3,46.2273,1020713.7000000001,4.528919323802551,6
Selangor,Selangor,Selangor,2019,2019-01-01,vegetables,Vegetables,3,2683.4,38795.7,38.7957,1020713.7000000001,3.800840529523606,7
Negeri Sembilan,Negeri Sembilan,Negeri Sembilan,2019,2019-01-01,vegetables,Vegetables,3,1751.3,24419.1,24.4191,1020713.7000000001,2.3923554665720657,8
Kedah,Kedah,Kedah,2019,2019-01-01,vegetables,Vegetables,3,1631.3,16823.1,16.8231,1020713.7000000001,1.6481702949612609,9
Terengganu,Terengganu,Terengganu,2019,2019-01-01,vegetables,Vegetables,3,1139.6,15264.2,15.2642,1020713.7000000001,1.4954438252371844,10
Melaka,Melaka,Melaka,2019,2019-01-01,vegetables,Vegetables,3,1059.3,15062.4,15.0624,1020713.7000000001,1.47567334503299,11
Pulau Pinang,Penang,Penang,2019,2019-01-01,vegetables,Vegetables,3,935.5,10985.8,10.9858,1020713.7000000001,1.076286131948655,12
Perlis,Perlis,Perlis,2019,2019-01-01,vegetables,Vegetables,3,320.3,2350.0,2.35,1020713.7000000001,0.2302310628337799,13
W.P. Labuan,Labuan,Labuan,2019,2019-01-01,vegetables,Vegetables,3,57.1,334.0,0.334,1020713.7000000001,0.03272220212190744,14
W.P. Kuala Lumpur,Kuala Lumpur,Kuala Lumpur,2019,2019-01-01,vegetables,Vegetables,3,0.0,0.0,0.0,1020713.7000000001,0.0,15
Pahang,Pahang,Pahang,2020,2020-01-01,vegetables,Vegetables,3,15967.3,361971.3,361.9713,1030063.9,35.140664574304566,1
Johor,Johor,Johor,2020,2020-01-01,vegetables,Vegetables,3,14843.7,208260.3,208.2603,1030063.9,20.218192288847323,2
Kelantan,Kelantan,Kelantan,2020,2020-01-01,vegetables,Vegetables,3,4511.6,128327.4,128.32739999999998,1030063.9,12.458197981698028,3
Perak,Perak,Perak,2020,2020-01-01,vegetables,Vegetables,3,7191.9,120423.8,120.4238,1030063.9,11.690905777787183,4
Sarawak,Sarawak,Sarawak,2020,2020-01-01,vegetables,Vegetables,3,6057.6,62163.5,62.1635,1030063.9,6.034916862924717,5
Sabah,Sabah,Sabah,2020,2020-01-01,vegetables,Vegetables,3,4363.8,43271.7,43.271699999999996,1030063.9,4.2008753049204035,6
Selangor,Selangor,Selangor,2020,2020-01-01,vegetables,Vegetables,3,2337.7,31659.7,31.6597,1030063.9,3.073566601062322,7
Negeri Sembilan,Negeri Sembilan,Negeri Sembilan,2020,2020-01-01,vegetables,Vegetables,3,1757.5,23393.2,23.3932,1030063.9,2.271043573122017,8
Melaka,Melaka,Melaka,2020,2020-01-01,vegetables,Vegetables,3,940.6,13222.4,13.2224,1030063.9,1.2836485192811824,9
Kedah,Kedah,Kedah,2020,2020-01-01,vegetables,Vegetables,3,1555.0,12790.5,12.7905,1030063.9,1.2417190816996886,10
Terengganu,Terengganu,Terengganu,2020,2020-01-01,vegetables,Vegetables,3,981.4,11874.2,11.8742,1030063.9,1.1527634353558067,11
Pulau Pinang,Penang,Penang,2020,2020-01-01,vegetables,Vegetables,3,813.3,10323.6,10.3236,1030063.9,1.002229085011134,12
Perlis,Perlis,Perlis,2020,2020-01-01,vegetables,Vegetables,3,265.6,2023.4,2.0234,1030063.9,0.19643441537947307,13
W.P. Labuan,Labuan,Labuan,2020,2020-01-01,vegetables,Vegetables,3,26.9,358.9,0.3589,1030063.9,0.03484249860615443,14
W.P. Kuala Lumpur,Kuala Lumpur,Kuala Lumpur,2020,2020-01-01,vegetables,Vegetables,3,0.0,0.0,0.0,1030063.9,0.0,15
Pahang,Pahang,Pahang,2021,2021-01-01,vegetables,Vegetables,3,18159.1,381530.1,381.5301,1088038.7,35.065857492017514,1
Johor,Johor,Johor,2021,2021-01-01,vegetables,Vegetables,3,17186.9,242213.7,242.21370000000002,1088038.7,22.261496764775003,2
Kelantan,Kelantan,Kelantan,2021,2021-01-01,vegetables,Vegetables,3,4640.7,132052.7,132.05270000000002,1088038.7,12.13676498823066,3
Perak,Perak,Perak,2021,2021-01-01,vegetables,Vegetables,3,7190.0,125308.4,125.30839999999999,1088038.7,11.516906521799271,4
Sarawak,Sarawak,Sarawak,2021,2021-01-01,vegetables,Vegetables,3,5595.3,56647.8,56.647800000000004,1088038.7,5.206414073322944,5
Sabah,Sabah,Sabah,2021,2021-01-01,vegetables,Vegetables,3,4160.9,41448.8,41.448800000000006,1088038.7,3.809496849698453,6
Selangor,Selangor,Selangor,2021,2021-01-01,vegetables,Vegetables,3,2520.6,34051.3,34.051300000000005,1088038.7,3.129603753984119,7
Negeri Sembilan,Negeri Sembilan,Negeri Sembilan,2021,2021-01-01,vegetables,Vegetables,3,1719.7,21367.5,21.3675,1088038.7,1.9638547783272782,8
Terengganu,Terengganu,Terengganu,2021,2021-01-01,vegetables,Vegetables,3,1185.3,15112.1,15.1121,1088038.7,1.3889303753625677,9
Kedah,Kedah,Kedah,2021,2021-01-01,vegetables,Vegetables,3,1317.8,12909.6,12.909600000000001,1088038.7,1.1865019139484654,10
Pulau Pinang,Penang,Penang,2021,2021-01-01,vegetables,Vegetables,3,996.6,12154.5,12.1545,1088038.7,1.1171018089705818,11
Melaka,Melaka,Melaka,2021,2021-01-01,vegetables,Vegetables,3,769.2,10940.5,10.9405,1088038.7,1.0055248953920481,12
Perlis,Perlis,Perlis,2021,2021-01-01,vegetables,Vegetables,3,403.6,1839.5,1.8395,1088038.7,0.16906567753518326,13
W.P. Labuan,Labuan,Labuan,2021,2021-01-01,vegetables,Vegetables,3,65.1,462.2,0.4622,1088038.7,0.04248010663591286,14
W.P. Kuala Lumpur,Kuala Lumpur,Kuala Lumpur,2021,2021-01-01,vegetables,Vegetables,3,0.0,0.0,0.0,1088038.7,0.0,15
Pahang,Pahang,Pahang,2022,2022-01-01,vegetables,Vegetables,3,21391.2,455641.4,455.64140000000003,1163793.1,39.15140930118936,1
Johor,Johor,Johor,2022,2022-01-01,vegetables,Vegetables,3,17188.3,245330.4,245.3304,1163793.1,21.08024184023775,2
Kelantan,Kelantan,Kelantan,2022,2022-01-01,vegetables,Vegetables,3,4892.1,137912.7,137.9127,1163793.1,11.850276479556374,3
Perak,Perak,Perak,2022,2022-01-01,vegetables,Vegetables,3,6702.4,116765.5,116.7655,1163793.1,10.033183733431656,4
Sarawak,Sarawak,Sarawak,2022,2022-01-01,vegetables,Vegetables,3,5255.3,53191.2,53.191199999999995,1163793.1,4.570503124653342,5
Sabah,Sabah,Sabah,2022,2022-01-01,vegetables,Vegetables,3,4353.1,46681.9,46.6819,1163793.1,4.011185493366475,6
Selangor,Selangor,Selangor,2022,2022-01-01,vegetables,Vegetables,3,2365.4,32896.7,32.896699999999996,1163793.1,2.8266794157827535,7
Negeri Sembilan,Negeri Sembilan,Negeri Sembilan,2022,2022-01-01,vegetables,Vegetables,3,1791.5,21022.5,21.0225,1163793.1,1.806377783130008,8
Kedah,Kedah,Kedah,2022,2022-01-01,vegetables,Vegetables,3,1051.2,15812.1,15.812100000000001,1163793.1,1.3586693373590202,9
Terengganu,Terengganu,Terengganu,2022,2022-01-01,vegetables,Vegetables,3,1069.3,15052.6,15.0526,1163793.1,1.2934085964249142,10
Melaka,Melaka,Melaka,2022,2022-01-01,vegetables,Vegetables,3,748.5,12181.4,12.1814,1163793.1,1.0466980771754015,11
Pulau Pinang,Penang,Penang,2022,2022-01-01,vegetables,Vegetables,3,687.1,8653.9,8.6539,1163793.1,0.7435943725736128,12
Perlis,Perlis,Perlis,2022,2022-01-01,vegetables,Vegetables,3,542.9,2310.0,2.31,1163793.1,0.19848888947700408,13
W.P. Labuan,Labuan,Labuan,2022,2022-01-01,vegetables,Vegetables,3,73.4,340.8,0.3408,1163793.1,0.029283555642321643,14
W.P. Kuala Lumpur,Kuala Lumpur,Kuala Lumpur,2022,2022-01-01,vegetables,Vegetables,3,0.0,0.0,0.0,1163793.1,0.0,15
Johor,Johor,Johor,2017,2017-01-01,coconut,Coconut,4,14931.6,107731.0,107.731,517588.8,20.814012977096876,1
Selangor,Selangor,Selangor,2017,2017-01-01,coconut,Coconut,4,8816.5,103435.4,103.43539999999999,517588.8,19.984087754603657,2
Perak,Perak,Perak,2017,2017-01-01,coconut,Coconut,4,9337.0,82466.3,82.4663,517588.8,15.93278293502487,3
Kelantan,Kelantan,Kelantan,2017,2017-01-01,coconut,Coconut,4,7115.7,60008.6,60.0086,517588.8,11.593875292510193,4
Sabah,Sabah,Sabah,2017,2017-01-01,coconut,Coconut,4,16726.2,49335.3,49.335300000000004,517588.8,9.53175571032449,5
Pahang,Pahang,Pahang,2017,2017-01-01,coconut,Coconut,4,4633.2,35196.6,35.1966,517588.8,6.800108503120623,6
Sarawak,Sarawak,Sarawak,2017,2017-01-01,coconut,Coconut,4,12635.1,30627.8,30.6278,517588.8,5.917400067389403,7
Terengganu,Terengganu,Terengganu,2017,2017-01-01,coconut,Coconut,4,4231.0,17079.8,17.0798,517588.8,3.299878204474285,8
Negeri Sembilan,Negeri Sembilan,Negeri Sembilan,2017,2017-01-01,coconut,Coconut,4,1476.2,11932.1,11.9321,517588.8,2.305324226490218,9
Melaka,Melaka,Melaka,2017,2017-01-01,coconut,Coconut,4,1455.9,10393.5,10.3935,517588.8,2.008061225436099,10
Kedah,Kedah,Kedah,2017,2017-01-01,coconut,Coconut,4,1289.4,5754.5,5.7545,517588.8,1.1117898996268853,11
Perlis,Perlis,Perlis,2017,2017-01-01,coconut,Coconut,4,401.3,2749.4,2.7494,517588.8,0.5311938743651331,12
W.P. Labuan,Labuan,Labuan,2017,2017-01-01,coconut,Coconut,4,152.5,630.1,0.6301,517588.8,0.12173756464591197,13
Pulau Pinang,Penang,Penang,2017,2017-01-01,coconut,Coconut,4,48.5,248.4,0.2484,517588.8,0.04799176489135778,14
W.P. Kuala Lumpur,Kuala Lumpur,Kuala Lumpur,2017,2017-01-01,coconut,Coconut,4,0.0,0.0,0.0,517588.8,0.0,15
Selangor,Selangor,Selangor,2018,2018-01-01,coconut,Coconut,4,9860.2,95641.5,95.6415,491465.5,19.46047077566991,1
Johor,Johor,Johor,2018,2018-01-01,coconut,Coconut,4,12949.7,95495.7,95.4957,491465.5,19.430804400308872,2
Kelantan,Kelantan,Kelantan,2018,2018-01-01,coconut,Coconut,4,9542.1,73676.0,73.676,491465.5,14.991082792179716,3
Perak,Perak,Perak,2018,2018-01-01,coconut,Coconut,4,7835.3,65900.6,65.90060000000001,491465.5,13.408998190106935,4
Sabah,Sabah,Sabah,2018,2018-01-01,coconut,Coconut,4,16968.4,50477.5,50.4775,491465.5,10.270812498537538,5
Sarawak,Sarawak,Sarawak,2018,2018-01-01,coconut,Coconut,4,13258.7,30113.5,30.1135,491465.5,6.127286655930071,6
Pahang,Pahang,Pahang,2018,2018-01-01,coconut,Coconut,4,4321.8,27059.0,27.059,491465.5,5.505778126847154,7
Terengganu,Terengganu,Terengganu,2018,2018-01-01,coconut,Coconut,4,4064.9,20607.0,20.607,491465.5,4.19296980154253,8
Negeri Sembilan,Negeri Sembilan,Negeri Sembilan,2018,2018-01-01,coconut,Coconut,4,1362.5,11689.0,11.689,491465.5,2.378396855933936,9
Melaka,Melaka,Melaka,2018,2018-01-01,coconut,Coconut,4,1779.8,10972.9,10.9729,491465.5,2.2326897818870295,10
