state,state_display,map_state,year,date,crop_type,crop_group,crop_order,planted_area,production,production_thousand_tonnes,total_production_for_crop_year,production_share_percent,production_rank
Kedah,Kedah,Kedah,2018,2018-01-01,coconut,Coconut,4,897.0,6558.9,6.5588999999999995,491465.5,1.3345595977744114,11
Perlis,Perlis,Perlis,2018,2018-01-01,coconut,Coconut,4,400.6,2529.3,2.5293,491465.5,0.5146444663969292,12
W.P. Labuan,Labuan,Labuan,2018,2018-01-01,coconut,Coconut,4,158.4,516.8,0.5167999999999999,491465.5,0.10515488879687383,13
Pulau Pinang,Penang,Penang,2018,2018-01-01,coconut,Coconut,4,37.0,227.8,0.2278,491465.5,0.04635116808809571,14
W.P. Kuala Lumpur,Kuala Lumpur,Kuala Lumpur,2018,2018-01-01,coconut,Coconut,4,0.0,0.0,0.0,491465.5,0.0,15
Selangor,Selangor,Selangor,2019,2019-01-01,coconut,Coconut,4,15075.7,99760.7,99.7607,536605.7000000001,18.59106230142542,1
Johor,Johor,Johor,2019,2019-01-01,coconut,Coconut,4,10762.9,99375.1,99.3751,536605.7000000001,18.519203206376673,2
Perak,Perak,Perak,2019,2019-01-01,coconut,Coconut,4,7594.1,78644.3,78.6443,536605.7000000001,14.65588233594984,3
Kelantan,Kelantan,Kelantan,2019,2019-01-01,coconut,Coconut,4,9978.7,77807.1,77.8071,536605.7000000001,14.499864611948773,4
Sabah,Sabah,Sabah,2019,2019-01-01,coconut,Coconut,4,17041.0,55337.1,55.3371,536605.7000000001,10.312432387505387,5
Sarawak,Sarawak,Sarawak,2019,2019-01-01,coconut,Coconut,4,12401.1,54023.3,54.023300000000006,536605.7000000001,10.067597120194586,6
Pahang,Pahang,Pahang,2019,2019-01-01,coconut,Coconut,4,4205.5,24263.2,24.2632,536605.7000000001,4.521606833471951,7
Terengganu,Terengganu,Terengganu,2019,2019-01-01,coconut,Coconut,4,4991.9,16144.2,16.1442,536605.7000000001,3.0085778067582956,8
Negeri Sembilan,Negeri Sembilan,Negeri Sembilan,2019,2019-01-01,coconut,Coconut,4,1290.3,12768.3,12.7683,536605.7000000001,2.379456647590586,9
Melaka,Melaka,Melaka,2019,2019-01-01,coconut,Coconut,4,1530.3,9195.8,9.195799999999998,536605.7000000001,1.713697785916176,10
Kedah,Kedah,Kedah,2019,2019-01-01,coconut,Coconut,4,995.7,5131.3,5.1313,536605.7000000001,0.9562514896878658,11
Perlis,Perlis,Perlis,2019,2019-01-01,coconut,Coconut,4,429.6,3405.0,3.405,536605.7000000001,0.6345441354797386,12
W.P. Labuan,Labuan,Labuan,2019,2019-01-01,coconut,Coconut,4,129.3,487.2,0.48719999999999997,536605.7000000001,0.09079292299727713,13
Pulau Pinang,Penang,Penang,2019,2019-01-01,coconut,Coconut,4,40.2,263.1,0.2631,536605.7000000001,0.04903041469742121,14
W.P. Kuala Lumpur,Kuala Lumpur,Kuala Lumpur,2019,2019-01-01,coconut,Coconut,4,0.0,0.0,0.0,536605.7000000001,0.0,15
Johor,Johor,Johor,2020,2020-01-01,coconut,Coconut,4,11887.0,106723.2,106.72319999999999,560984.5,19.024268941476993,1
Selangor,Selangor,Selangor,2020,2020-01-01,coconut,Coconut,4,10239.1,105129.1,105.12910000000001,560984.5,18.74010779263955,2
Kelantan,Kelantan,Kelantan,2020,2020-01-01,coconut,Coconut,4,10398.9,79953.4,79.95339999999999,560984.5,14.252336740141661,3
Perak,Perak,Perak,2020,2020-01-01,coconut,Coconut,4,7522.8,71588.6,71.5886,560984.5,12.76124384898335,4
Sabah,Sabah,Sabah,2020,2020-01-01,coconut,Coconut,4,17274.7,57392.1,57.3921,560984.5,10.230603519348573,5
Sarawak,Sarawak,Sarawak,2020,2020-01-01,coconut,Coconut,4,12003.3,51490.3,51.490300000000005,560984.5,9.178560191948263,6
Pahang,Pahang,Pahang,2020,2020-01-01,coconut,Coconut,4,3997.2,26915.8,26.9158,560984.5,4.797957875841489,7
Melaka,Melaka,Melaka,2020,2020-01-01,coconut,Coconut,4,2923.4,19376.2,19.3762,560984.5,3.4539635230563412,8
Terengganu,Terengganu,Terengganu,2020,2020-01-01,coconut,Coconut,4,4657.9,15513.6,15.5136,560984.5,2.765424000128346,9
Negeri Sembilan,Negeri Sembilan,Negeri Sembilan,2020,2020-01-01,coconut,Coconut,4,1346.7,12841.4,12.8414,560984.5,2.2890828534478223,10
Kedah,Kedah,Kedah,2020,2020-01-01,coconut,Coconut,4,2155.1,10046.3,10.046299999999999,560984.5,1.7908337930905398,11
Perlis,Perlis,Perlis,2020,2020-01-01,coconut,Coconut,4,400.0,3360.0,3.36,560984.5,0.598947029730768,12
W.P. Labuan,Labuan,Labuan,2020,2020-01-01,coconut,Coconut,4,90.9,408.9,0.4089,560984.5,0.0728897144216997,13
Pulau Pinang,Penang,Penang,2020,2020-01-01,coconut,Coconut,4,45.0,245.6,0.24559999999999998,560984.5,0.04378017574460613,14
W.P. Kuala Lumpur,Kuala Lumpur,Kuala Lumpur,2020,2020-01-01,coconut,Coconut,4,0.0,0.0,0.0,560984.5,0.0,15
Johor,Johor,Johor,2021,2021-01-01,coconut,Coconut,4,12380.5,118278.2,118.2782,557353.6,21.221393384738164,1
Selangor,Selangor,Selangor,2021,2021-01-01,coconut,Coconut,4,9119.7,107558.9,107.5589,557353.6,19.298143943091066,2
Perak,Perak,Perak,2021,2021-01-01,coconut,Coconut,4,7568.2,81288.4,81.2884,557353.6,14.584708881399527,3
Kelantan,Kelantan,Kelantan,2021,2021-01-01,coconut,Coconut,4,10340.3,76673.8,76.6738,557353.6,13.75676051971316,4
Sabah,Sabah,Sabah,2021,2021-01-01,coconut,Coconut,4,18257.7,59214.8,59.214800000000004,557353.6,10.624278734361814,5
Pahang,Pahang,Pahang,2021,2021-01-01,coconut,Coconut,4,3433.0,28180.5,28.1805,557353.6,5.056125949487004,6
Sarawak,Sarawak,Sarawak,2021,2021-01-01,coconut,Coconut,4,11947.8,24139.1,24.1391,557353.6,4.331020738001872,7
Terengganu,Terengganu,Terengganu,2021,2021-01-01,coconut,Coconut,4,2359.8,20120.7,20.1207,557353.6,3.610042170715323,8
Melaka,Melaka,Melaka,2021,2021-01-01,coconut,Coconut,4,2189.3,14040.2,14.0402,557353.6,2.5190830381287572,9
Negeri Sembilan,Negeri Sembilan,Negeri Sembilan,2021,2021-01-01,coconut,Coconut,4,1500.5,13856.9,13.8569,557353.6,2.4861954780591713,10
Kedah,Kedah,Kedah,2021,2021-01-01,coconut,Coconut,4,1854.4,10185.3,10.1853,557353.6,1.8274395285147527,11
Perlis,Perlis,Perlis,2021,2021-01-01,coconut,Coconut,4,391.1,3133.8,3.1338000000000004,557353.6,0.5622642430227418,12
W.P. Labuan,Labuan,Labuan,2021,2021-01-01,coconut,Coconut,4,91.4,436.5,0.4365,557353.6,0.0783165301166082,13
Pulau Pinang,Penang,Penang,2021,2021-01-01,coconut,Coconut,4,35.7,246.5,0.2465,557353.6,0.044226860650043345,14
W.P. Kuala Lumpur,Kuala Lumpur,Kuala Lumpur,2021,2021-01-01,coconut,Coconut,4,0.0,0.0,0.0,557353.6,0.0,15
Johor,Johor,Johor,2022,2022-01-01,coconut,Coconut,4,13269.8,124062.2,124.06219999999999,604428.5,20.525537760049367,1
Selangor,Selangor,Selangor,2022,2022-01-01,coconut,Coconut,4,9526.4,110783.8,110.7838,604428.5,18.328685692352366,2
Perak,Perak,Perak,2022,2022-01-01,coconut,Coconut,4,7727.7,88291.6,88.2916,604428.5,14.607451501707814,3
Kelantan,Kelantan,Kelantan,2022,2022-01-01,coconut,Coconut,4,11435.6,77467.0,77.467,604428.5,12.816569701792686,4
Sabah,Sabah,Sabah,2022,2022-01-01,coconut,Coconut,4,18631.8,61517.9,61.517900000000004,604428.5,10.17786222853489,5
Kedah,Kedah,Kedah,2022,2022-01-01,coconut,Coconut,4,1773.7,31787.5,31.7875,604428.5,5.259100125159551,6
Pahang,Pahang,Pahang,2022,2022-01-01,coconut,Coconut,4,2899.7,27270.0,27.27,604428.5,4.511699895024805,7
Sarawak,Sarawak,Sarawak,2022,2022-01-01,coconut,Coconut,4,12100.3,24522.3,24.522299999999998,604428.5,4.057105182829731,8
Melaka,Melaka,Melaka,2022,2022-01-01,coconut,Coconut,4,3013.8,20659.9,20.6599,604428.5,3.418088326410816,9
Terengganu,Terengganu,Terengganu,2022,2022-01-01,coconut,Coconut,4,2406.5,18248.3,18.2483,604428.5,3.019099860446686,10
Negeri Sembilan,Negeri Sembilan,Negeri Sembilan,2022,2022-01-01,coconut,Coconut,4,1491.2,14521.2,14.5212,604428.5,2.4024677856851557,11
Perlis,Perlis,Perlis,2022,2022-01-01,coconut,Coconut,4,575.7,4813.9,4.813899999999999,604428.5,0.7964382883997031,12
W.P. Labuan,Labuan,Labuan,2022,2022-01-01,coconut,Coconut,4,71.3,405.1,0.4051,604428.5,0.06702198853958741,13
Pulau Pinang,Penang,Penang,2022,2022-01-01,coconut,Coconut,4,12.3,77.8,0.0778,604428.5,0.012871663066847444,14
W.P. Kuala Lumpur,Kuala Lumpur,Kuala Lumpur,2022,2022-01-01,coconut,Coconut,4,0.0,0.0,0.0,604428.5,0.0,15
Sarawak,Sarawak,Sarawak,2017,2017-01-01,herbs,Herbs,5,685.4,3016.4,3.0164,11741.9,25.68919851131418,1
Johor,Johor,Johor,2017,2017-01-01,herbs,Herbs,5,394.8,2316.5,2.3165,11741.9,19.728493685008388,2
Pahang,Pahang,Pahang,2017,2017-01-01,herbs,Herbs,5,363.6,2260.8,2.2608,11741.9,19.25412411960586,3
Selangor,Selangor,Selangor,2017,2017-01-01,herbs,Herbs,5,85.8,1206.6,1.2066,11741.9,10.2760200648958,4
Perak,Perak,Perak,2017,2017-01-01,herbs,Herbs,5,377.6,1040.2,1.0402,11741.9,8.858872925165434,5
Kelantan,Kelantan,Kelantan,2017,2017-01-01,herbs,Herbs,5,122.8,645.2,0.6452,11741.9,5.4948517701564485,6
Kedah,Kedah,Kedah,2017,2017-01-01,herbs,Herbs,5,169.8,563.0,0.563,11741.9,4.794794709544452,7
Terengganu,Terengganu,Terengganu,2017,2017-01-01,herbs,Herbs,5,156.2,359.9,0.3599,11741.9,3.0650916802221104,8
Melaka,Melaka,Melaka,2017,2017-01-01,herbs,Herbs,5,26.5,235.3,0.2353,11741.9,2.003934627274973,9
Negeri Sembilan,Negeri Sembilan,Negeri Sembilan,2017,2017-01-01,herbs,Herbs,5,41.1,88.0,0.088,11741.9,0.7494528142804827,10
Pulau Pinang,Penang,Penang,2017,2017-01-01,herbs,Herbs,5,0.4,5.4,0.0054,11741.9,0.04598914996721144,11
Perlis,Perlis,Perlis,2017,2017-01-01,herbs,Herbs,5,0.3,4.6,0.0046,11741.9,0.039175942564661594,12
W.P. Kuala Lumpur,Kuala Lumpur,Kuala Lumpur,2017,2017-01-01,herbs,Herbs,5,0.0,0.0,0.0,11741.9,0.0,13
W.P. Labuan,Labuan,Labuan,2017,2017-01-01,herbs,Herbs,5,0.0,0.0,0.0,11741.9,0.0,13
Sabah,Sabah,Sabah,2017,2017-01-01,herbs,Herbs,5,0.0,0.0,0.0,11741.9,0.0,13
Johor,Johor,Johor,2018,2018-01-01,herbs,Herbs,5,453.4,3060.2,3.0602,12389.3,24.700346266536446,1
Sarawak,Sarawak,Sarawak,2018,2018-01-01,herbs,Herbs,5,666.5,2842.4,2.8424,12389.3,22.942377696883604,2
Pahang,Pahang,Pahang,2018,2018-01-01,herbs,Herbs,5,404.2,2438.8,2.4388,12389.3,19.68472795073168,3
Perak,Perak,Perak,2018,2018-01-01,herbs,Herbs,5,594.5,1503.9,1.5039,12389.3,12.138700330123575,4
Kelantan,Kelantan,Kelantan,2018,2018-01-01,herbs,Herbs,5,129.7,969.1,0.9691000000000001,12389.3,7.822072272041197,5
Selangor,Selangor,Selangor,2018,2018-01-01,herbs,Herbs,5,91.2,668.8,0.6688,12389.3,5.398206516913788,6
Kedah,Kedah,Kedah,2018,2018-01-01,herbs,Herbs,5,175.0,532.6,0.5326000000000001,12389.3,4.298870799803057,7
Terengganu,Terengganu,Terengganu,2018,2018-01-01,herbs,Herbs,5,477.7,208.6,0.2086,12389.3,1.6837109441211369,8
Melaka,Melaka,Melaka,2018,2018-01-01,herbs,Herbs,5,9.3,103.1,0.1031,12389.3,0.8321696948173021,9
Negeri Sembilan,Negeri Sembilan,Negeri Sembilan,2018,2018-01-01,herbs,Herbs,5,7.3,49.7,0.0497,12389.3,0.40115260749194875,10
Perlis,Perlis,Perlis,2018,2018-01-01,herbs,Herbs,5,1.6,12.1,0.0121,12389.3,0.09766492053626921,11
W.P. Kuala Lumpur,Kuala Lumpur,Kuala Lumpur,2018,2018-01-01,herbs,Herbs,5,0.0,0.0,0.0,12389.3,0.0,12
W.P. Labuan,Labuan,Labuan,2018,2018-01-01,herbs,Herbs,5,0.0,0.0,0.0,12389.3,0.0,12
Pulau Pinang,Penang,Penang,2018,2018-01-01,herbs,Herbs,5,0.0,0.0,0.0,12389.3,0.0,12
Sabah,Sabah,Sabah,2018,2018-01-01,herbs,Herbs,5,0.0,0.0,0.0,12389.3,0.0,12
Sarawak,Sarawak,Sarawak,2019,2019-01-01,herbs,Herbs,5,665.0,2854.7,2.8547,9018.5,31.65382269778788,1
Johor,Johor,Johor,2019,2019-01-01,herbs,Herbs,5,189.7,1936.3,1.9363,9018.5,21.470311027332706,2
Perak,Perak,Perak,2019,2019-01-01,herbs,Herbs,5,560.1,1027.6,1.0275999999999998,9018.5,11.394356045905637,3
Kelantan,Kelantan,Kelantan,2019,2019-01-01,herbs,Herbs,5,135.7,793.8,0.7938,9018.5,8.80190719077452,4
Pahang,Pahang,Pahang,2019,2019-01-01,herbs,Herbs,5,218.0,757.4,0.7574,9018.5,8.398292398957699,5
Selangor,Selangor,Selangor,2019,2019-01-01,herbs,Herbs,5,91.9,710.6,0.7106,9018.5,7.879359095193214,6
Kedah,Kedah,Kedah,2019,2019-01-01,herbs,Herbs,5,174.9,442.7,0.4427,9018.5,4.908798580695238,7
Terengganu,Terengganu,Terengganu,2019,2019-01-01,herbs,Herbs,5,269.1,409.0,0.409,9018.5,4.535122248710983,8
Melaka,Melaka,Melaka,2019,2019-01-01,herbs,Herbs,5,3.4,58.7,0.0587,9018.5,0.6508842933969065,9
Perlis,Perlis,Perlis,2019,2019-01-01,herbs,Herbs,5,2.1,18.2,0.0182,9018.5,0.20180739590841046,10
Negeri Sembilan,Negeri Sembilan,Negeri Sembilan,2019,2019-01-01,herbs,Herbs,5,4.5,8.6,0.0086,9018.5,0.09535953872595221,11
Sabah,Sabah,Sabah,2019,2019-01-01,herbs,Herbs,5,1.2,0.9,0.0009,9018.5,0.009979486610855464,12
W.P. Kuala Lumpur,Kuala Lumpur,Kuala Lumpur,2019,2019-01-01,herbs,Herbs,5,0.0,0.0,0.0,9018.5,0.0,13
W.P. Labuan,Labuan,Labuan,2019,2019-01-01,herbs,Herbs,5,0.0,0.0,0.0,9018.5,0.0,13
Pulau Pinang,Penang,Penang,2019,2019-01-01,herbs,Herbs,5,0.0,0.0,0.0,9018.5,0.0,13
Sarawak,Sarawak,Sarawak,2020,2020-01-01,herbs,Herbs,5,654.4,2809.4,2.8094,9077.1,30.95041367837745,1
Johor,Johor,Johor,2020,2020-01-01,herbs,Herbs,5,179.0,2586.1,2.5861,9077.1,28.49037688248449,2
Perak,Perak,Perak,2020,2020-01-01,herbs,Herbs,5,498.4,1016.4,1.0164,9077.1,11.197408864064514,3
Kelantan,Kelantan,Kelantan,2020,2020-01-01,herbs,Herbs,5,160.3,802.0,0.802,9077.1,8.835421004505845,4
Pahang,Pahang,Pahang,2020,2020-01-01,herbs,Herbs,5,162.4,634.9,0.6349,9077.1,6.994524682993466,5
Selangor,Selangor,Selangor,2020,2020-01-01,herbs,Herbs,5,88.3,496.7,0.4967,9077.1,5.472011986207049,6
Kedah,Kedah,Kedah,2020,2020-01-01,herbs,Herbs,5,196.4,367.2,0.36719999999999997,9077.1,4.0453448788710045,7
Terengganu,Terengganu,Terengganu,2020,2020-01-01,herbs,Herbs,5,120.1,267.9,0.26789999999999997,9077.1,2.9513831510063784,8
Melaka,Melaka,Melaka,2020,2020-01-01,herbs,Herbs,5,12.4,53.8,0.0538,9077.1,0.5927003117735841,9
Negeri Sembilan,Negeri Sembilan,Negeri Sembilan,2020,2020-01-01,herbs,Herbs,5,3.0,21.2,0.0212,9077.1,0.23355476969516695,10
Perlis,Perlis,Perlis,2020,2020-01-01,herbs,Herbs,5,3.5,20.3,0.020300000000000002,9077.1,0.22363970871754194,11
Pulau Pinang,Penang,Penang,2020,2020-01-01,herbs,Herbs,5,0.1,0.8,0.0008,9077.1,0.008813387535666678,12
Sabah,Sabah,Sabah,2020,2020-01-01,herbs,Herbs,5,1.2,0.4,0.0004,9077.1,0.004406693767833339,13
W.P. Kuala Lumpur,Kuala Lumpur,Kuala Lumpur,2020,2020-01-01,herbs,Herbs,5,0.0,0.0,0.0,9077.1,0.0,14
W.P. Labuan,Labuan,Labuan,2020,2020-01-01,herbs,Herbs,5,0.0,0.0,0.0,9077.1,0.0,14
Sarawak,Sarawak,Sarawak,2021,2021-01-01,herbs,Herbs,5,643.6,2947.6,2.9476,9340.0,31.558886509635975,1
Johor,Johor,Johor,2021,2021-01-01,herbs,Herbs,5,266.8,2642.8,2.6428000000000003,9340.0,28.295503211991434,2
Perak,Perak,Perak,2021,2021-01-01,herbs,Herbs,5,422.8,1305.6,1.3055999999999999,9340.0,13.978586723768736,3
Kelantan,Kelantan,Kelantan,2021,2021-01-01,herbs,Herbs,5,133.5,709.7,0.7097,9340.0,7.598501070663811,4
Selangor,Selangor,Selangor,2021,2021-01-01,herbs,Herbs,5,82.7,513.2,0.5132000000000001,9340.0,5.494646680942185,5
Pahang,Pahang,Pahang,2021,2021-01-01,herbs,Herbs,5,220.5,396.8,0.3968,9340.0,4.248394004282655,6
Terengganu,Terengganu,Terengganu,2021,2021-01-01,herbs,Herbs,5,113.4,333.9,0.3339,9340.0,3.5749464668094215,7
Kedah,Kedah,Kedah,2021,2021-01-01,herbs,Herbs,5,103.5,319.7,0.3197,9340.0,3.4229122055674512,8
Melaka,Melaka,Melaka,2021,2021-01-01,herbs,Herbs,5,5.3,61.7,0.061700000000000005,9340.0,0.6605995717344754,9
Negeri Sembilan,Negeri Sembilan,Negeri Sembilan,2021,2021-01-01,herbs,Herbs,5,15.6,53.7,0.053700000000000005,9340.0,0.5749464668094219,10
Perlis,Perlis,Perlis,2021,2021-01-01,herbs,Herbs,5,8.4,52.8,0.0528,9340.0,0.5653104925053533,11
Pulau Pinang,Penang,Penang,2021,2021-01-01,herbs,Herbs,5,0.5,2.1,0.0021000000000000003,9340.0,0.022483940042826552,12
Sabah,Sabah,Sabah,2021,2021-01-01,herbs,Herbs,5,1.2,0.4,0.0004,9340.0,0.004282655246252677,13
W.P. Kuala Lumpur,Kuala Lumpur,Kuala Lumpur,2021,2021-01-01,herbs,Herbs,5,0.0,0.0,0.0,9340.0,0.0,14
W.P. Labuan,Labuan,Labuan,2021,2021-01-01,herbs,Herbs,5,0.0,0.0,0.0,9340.0,0.0,14
Sarawak,Sarawak,Sarawak,2022,2022-01-01,herbs,Herbs,5,637.9,2981.2,2.9812,9951.3,29.9578949483987,1
Johor,Johor,Johor,2022,2022-01-01,herbs,Herbs,5,256.2,2722.4,2.7224,9951.3,27.35722970868128,2
Perak,Perak,Perak,2022,2022-01-01,herbs,Herbs,5,457.9,1096.7,1.0967,9951.3,11.020670666144124,3
Pahang,Pahang,Pahang,2022,2022-01-01,herbs,Herbs,5,164.3,923.1,0.9231,9951.3,9.276174972114196,4
Kelantan,Kelantan,Kelantan,2022,2022-01-01,herbs,Herbs,5,161.8,786.4,0.7864,9951.3,7.902485102448926,5
Selangor,Selangor,Selangor,2022,2022-01-01,herbs,Herbs,5,82.8,758.2,0.7582000000000001,9951.3,7.619105041552361,6
Kedah,Kedah,Kedah,2022,2022-01-01,herbs,Herbs,5,176.5,282.7,0.2827,9951.3,2.840834865796429,7
Terengganu,Terengganu,Terengganu,2022,2022-01-01,herbs,Herbs,5,124.4,226.6,0.2266,9951.3,2.277089425502196,8
Negeri Sembilan,Negeri Sembilan,Negeri Sembilan,2022,2022-01-01,herbs,Herbs,5,18.2,104.7,0.1047,9951.3,1.052123843115975,9
Melaka,Melaka,Melaka,2022,2022-01-01,herbs,Herbs,5,14.4,59.3,0.0593,9951.3,0.5959020429491624,10
Perlis,Perlis,Perlis,2022,2022-01-01,herbs,Herbs,5,6.8,5.7,0.0057,9951.3,0.057278948479093185,11
Pulau Pinang,Penang,Penang,2022,2022-01-01,herbs,Herbs,5,0.7,4.3,0.0043,9951.3,0.043210434817561524,12
W.P. Kuala Lumpur,Kuala Lumpur,Kuala Lumpur,2022,2022-01-01,herbs,Herbs,5,0.0,0.0,0.0,9951.3,0.0,13
W.P. Labuan,Labuan,Labuan,2022,2022-01-01,herbs,Herbs,5,0.0,0.0,0.0,9951.3,0.0,13
Sabah,Sabah,Sabah,2022,2022-01-01,herbs,Herbs,5,6.2,0.0,0.0,9951.3,0.0,13
Pahang,Pahang,Pahang,2017,2017-01-01,spices,Spices,6,2115.8,18341.5,18.3415,60457.8,30.337690091270275,1
Johor,Johor,Johor,2017,2017-01-01,spices,Spices,6,1507.6,14532.3,14.5323,60457.8,24.037096950269444,2
Selangor,Selangor,Selangor,2017,2017-01-01,spices,Spices,6,476.2,5875.8,5.8758,60457.8,9.718845211039765,3
Perak,Perak,Perak,2017,2017-01-01,spices,Spices,6,374.4,4426.4,4.426399999999999,60457.8,7.321470513316726,4
Kelantan,Kelantan,Kelantan,2017,2017-01-01,spices,Spices,6,607.5,4399.3,4.3993,60457.8,7.2766458587642955,5
Sarawak,Sarawak,Sarawak,2017,2017-01-01,spices,Spices,6,544.0,3556.3,3.5563000000000002,60457.8,5.882284833387917,6
Negeri Sembilan,Negeri Sembilan,Negeri Sembilan,2017,2017-01-01,spices,Spices,6,379.4,2597.1,2.5970999999999997,60457.8,4.29572362871292,7
Sabah,Sabah,Sabah,2017,2017-01-01,spices,Spices,6,461.6,2386.8,2.3868,60457.8,3.9478776932008777,8
Kedah,Kedah,Kedah,2017,2017-01-01,spices,Spices,6,651.5,1383.3,1.3833,60457.8,2.2880422377261493,9
Melaka,Melaka,Melaka,2017,2017-01-01,spices,Spices,6,85.4,1348.9,1.3489,60457.8,2.23114304523155,10
Terengganu,Terengganu,Terengganu,2017,2017-01-01,spices,Spices,6,219.3,1303.7,1.3037,60457.8,2.1563801527677158,11
Pulau Pinang,Penang,Penang,2017,2017-01-01,spices,Spices,6,39.7,297.3,0.2973,60457.8,0.4917479630419896,12
W.P. Labuan,Labuan,Labuan,2017,2017-01-01,spices,Spices,6,3.9,5.8,0.0058,60457.8,0.009593468501996433,13
Perlis,Perlis,Perlis,2017,2017-01-01,spices,Spices,6,0.8,3.3,0.0033,60457.8,0.005458352768377281,14
W.P. Kuala Lumpur,Kuala Lumpur,Kuala Lumpur,2017,2017-01-01,spices,Spices,6,0.0,0.0,0.0,60457.8,0.0,15
Pahang,Pahang,Pahang,2018,2018-01-01,spices,Spices,6,2105.6,18109.9,18.109900000000003,55195.200000000004,32.81064295445981,1
Johor,Johor,Johor,2018,2018-01-01,spices,Spices,6,999.0,11548.8,11.5488,55195.200000000004,20.92355857031046,2
Selangor,Selangor,Selangor,2018,2018-01-01,spices,Spices,6,394.9,4984.1,4.984100000000001,55195.200000000004,9.029951879873613,3
Perak,Perak,Perak,2018,2018-01-01,spices,Spices,6,427.1,4645.8,4.6458,55195.200000000004,8.417036264022958,4
Kelantan,Kelantan,Kelantan,2018,2018-01-01,spices,Spices,6,571.8,4462.1,4.4621,55195.200000000004,8.084217468185638,5
Sarawak,Sarawak,Sarawak,2018,2018-01-01,spices,Spices,6,473.7,2744.3,2.7443,55195.200000000004,4.971990317998666,6
Negeri Sembilan,Negeri Sembilan,Negeri Sembilan,2018,2018-01-01,spices,Spices,6,223.8,2692.6,2.6926,55195.200000000004,4.878322752703133,7
Sabah,Sabah,Sabah,2018,2018-01-01,spices,Spices,6,398.8,2193.2,2.1932,55195.200000000004,3.9735339304867083,8
Kedah,Kedah,Kedah,2018,2018-01-01,spices,Spices,6,562.5,1440.9,1.4409,55195.200000000004,2.61055309157318,9
Melaka,Melaka,Melaka,2018,2018-01-01,spices,Spices,6,128.7,1063.4,1.0634000000000001,55195.200000000004,1.926616807258602,10
Terengganu,Terengganu,Terengganu,2018,2018-01-01,spices,Spices,6,222.4,1043.6,1.0435999999999999,55195.200000000004,1.890744122677334,11
Pulau Pinang,Penang,Penang,2018,2018-01-01,spices,Spices,6,40.6,242.0,0.242,55195.200000000004,0.4384439226599414,12
Perlis,Perlis,Perlis,2018,2018-01-01,spices,Spices,6,2.3,16.3,0.016300000000000002,55195.200000000004,0.029531553468417546,13
W.P. Labuan,Labuan,Labuan,2018,2018-01-01,spices,Spices,6,1.4,8.2,0.008199999999999999,55195.200000000004,0.014856364321535203,14
W.P. Kuala Lumpur,Kuala Lumpur,Kuala Lumpur,2018,2018-01-01,spices,Spices,6,0.0,0.0,0.0,55195.200000000004,0.0,15
Johor,Johor,Johor,2019,2019-01-01,spices,Spices,6,962.0,13679.7,13.6797,51336.7,26.647018604623984,1
Pahang,Pahang,Pahang,2019,2019-01-01,spices,Spices,6,1569.8,13226.8,13.226799999999999,51336.7,25.764803736897772,2
Selangor,Selangor,Selangor,2019,2019-01-01,spices,Spices,6,401.4,4712.3,4.7123,51336.7,9.179203182128965,3
Kelantan,Kelantan,Kelantan,2019,2019-01-01,spices,Spices,6,569.3,4157.2,4.1572,51336.7,8.097910461716472,4
Perak,Perak,Perak,2019,2019-01-01,spices,Spices,6,372.9,3741.3,3.7413000000000003,51336.7,7.287768789189801,5
Negeri Sembilan,Negeri Sembilan,Negeri Sembilan,2019,2019-01-01,spices,Spices,6,252.2,3653.2,3.6532,51336.7,7.116156667647122,6
Sarawak,Sarawak,Sarawak,2019,2019-01-01,spices,Spices,6,465.7,2700.5,2.7005,51336.7,5.2603692874688095,7
Sabah,Sabah,Sabah,2019,2019-01-01,spices,Spices,6,387.0,2442.2,2.4421999999999997,51336.7,4.757220468008267,8
Kedah,Kedah,Kedah,2019,2019-01-01,spices,Spices,6,548.2,1302.6,1.3026,51336.7,2.53736605586257,9
Terengganu,Terengganu,Terengganu,2019,2019-01-01,spices,Spices,6,129.0,864.9,0.8649,51336.7,1.6847596358940096,10
Melaka,Melaka,Melaka,2019,2019-01-01,spices,Spices,6,122.9,659.2,0.6592,51336.7,1.2840716290684835,11
Pulau Pinang,Penang,Penang,2019,2019-01-01,spices,Spices,6,31.8,172.5,0.1725,51336.7,0.3360169235654025,12
Perlis,Perlis,Perlis,2019,2019-01-01,spices,Spices,6,2.1,13.0,0.013,51336.7,0.02532301452956657,13
W.P. Labuan,Labuan,Labuan,2019,2019-01-01,spices,Spices,6,1.4,11.3,0.011300000000000001,51336.7,0.022011543398777096,14
W.P. Kuala Lumpur,Kuala Lumpur,Kuala Lumpur,2019,2019-01-01,spices,Spices,6,0.0,0.0,0.0,51336.7,0.0,15
Johor,Johor,Johor,2020,2020-01-01,spices,Spices,6,1211.6,15368.5,15.3685,52541.3,29.250323079177715,1
Pahang,Pahang,Pahang,2020,2020-01-01,spices,Spices,6,1385.3,12147.3,12.1473,52541.3,23.119526924533652,2
Negeri Sembilan,Negeri Sembilan,Negeri Sembilan,2020,2020-01-01,spices,Spices,6,412.7,5420.0,5.42,52541.3,10.315694510794366,3
Kelantan,Kelantan,Kelantan,2020,2020-01-01,spices,Spices,6,514.4,4903.1,4.9031,52541.3,9.331897002929125,4
