state,state_display,date,year,month_number,month,date_number,division,division_name,food_consumer_price_index
Selangor,Selangor,2018-01-01,2018,1,January,201801,01,Food and non-alcoholic beverages,135.0
Selangor,Selangor,2018-02-01,2018,2,February,201802,01,Food and non-alcoholic beverages,135.1
Selangor,Selangor,2018-03-01,2018,3,March,201803,01,Food and non-alcoholic beverages,134.3
Selangor,Selangor,2018-04-01,2018,4,April,201804,01,Food and non-alcoholic beverages,134.0
Selangor,Selangor,2018-05-01,2018,5,May,201805,01,Food and non-alcoholic beverages,134.5
Selangor,Selangor,2018-06-01,2018,6,June,201806,01,Food and non-alcoholic beverages,132.8
Selangor,Selangor,2018-07-01,2018,7,July,201807,01,Food and non-alcoholic beverages,133.2
Selangor,Selangor,2018-08-01,2018,8,August,201808,01,Food and non-alcoholic beverages,133.1
Selangor,Selangor,2018-09-01,2018,9,September,201809,01,Food and non-alcoholic beverages,133.5
Selangor,Selangor,2018-10-01,2018,10,October,201810,01,Food and non-alcoholic beverages,134.5
Selangor,Selangor,2018-11-01,2018,11,November,201811,01,Food and non-alcoholic beverages,134.7
Selangor,Selangor,2018-12-01,2018,12,December,201812,01,Food and non-alcoholic beverages,135.2
Selangor,Selangor,2019-01-01,2019,1,January,201901,01,Food and non-alcoholic beverages,136.4
Selangor,Selangor,2019-02-01,2019,2,February,201902,01,Food and non-alcoholic beverages,136.7
Selangor,Selangor,2019-03-01,2019,3,March,201903,01,Food and non-alcoholic beverages,136.1
Selangor,Selangor,2019-04-01,2019,4,April,201904,01,Food and non-alcoholic beverages,135.7
Selangor,Selangor,2019-05-01,2019,5,May,201905,01,Food and non-alcoholic beverages,136.0
Selangor,Selangor,2019-06-01,2019,6,June,201906,01,Food and non-alcoholic beverages,136.1
Selangor,Selangor,2019-07-01,2019,7,July,201907,01,Food and non-alcoholic beverages,136.6
Selangor,Selangor,2019-08-01,2019,8,August,201908,01,Food and non-alcoholic beverages,136.9
Selangor,Selangor,2019-09-01,2019,9,September,201909,01,Food and non-alcoholic beverages,136.7
Selangor,Selangor,2019-10-01,2019,10,October,201910,01,Food and non-alcoholic beverages,137.1
Selangor,Selangor,2019-11-01,2019,11,November,201911,01,Food and non-alcoholic beverages,137.4
Selangor,Selangor,2019-12-01,2019,12,December,201912,01,Food and non-alcoholic beverages,138.0
Selangor,Selangor,2020-01-01,2020,1,January,202001,01,Food and non-alcoholic beverages,138.2
Selangor,Selangor,2020-02-01,2020,2,February,202002,01,Food and non-alcoholic beverages,138.5
Selangor,Selangor,2020-03-01,2020,3,March,202003,01,Food and non-alcoholic beverages,138.5
Selangor,Selangor,2020-04-01,2020,4,April,202004,01,Food and non-alcoholic beverages,138.1
Selangor,Selangor,2020-05-01,2020,5,May,202005,01,Food and non-alcoholic beverages,138.9
Selangor,Selangor,2020-06-01,2020,6,June,202006,01,Food and non-alcoholic beverages,139.6
Selangor,Selangor,2020-07-01,2020,7,July,202007,01,Food and non-alcoholic beverages,139.7
Selangor,Selangor,2020-08-01,2020,8,August,202008,01,Food and non-alcoholic beverages,140.0
Selangor,Selangor,2020-09-01,2020,9,September,202009,01,Food and non-alcoholic beverages,140.1
Selangor,Selangor,2020-10-01,2020,10,October,202010,01,Food and non-alcoholic beverages,140.3
Selangor,Selangor,2020-11-01,2020,11,November,202011,01,Food and non-alcoholic beverages,140.2
Selangor,Selangor,2020-12-01,2020,12,December,202012,01,Food and non-alcoholic beverages,140.9
Selangor,Selangor,2021-01-01,2021,1,January,202101,01,Food and non-alcoholic beverages,141.3
Selangor,Selangor,2021-02-01,2021,2,February,202102,01,Food and non-alcoholic beverages,141.3
Selangor,Selangor,2021-03-01,2021,3,March,202103,01,Food and non-alcoholic beverages,141.5
Selangor,Selangor,2021-04-01,2021,4,April,202104,01,Food and non-alcoholic beverages,141.7
Selangor,Selangor,2021-05-01,2021,5,May,202105,01,Food and non-alcoholic beverages,141.7
Selangor,Selangor,2021-06-01,2021,6,June,202106,01,Food and non-alcoholic beverages,142.3
Selangor,Selangor,2021-07-01,2021,7,July,202107,01,Food and non-alcoholic beverages,142.4
Selangor,Selangor,2021-08-01,2021,8,August,202108,01,Food and non-alcoholic beverages,142.4
Selangor,Selangor,2021-09-01,2021,9,September,202109,01,Food and non-alcoholic beverages,143.2
Selangor,Selangor,2021-10-01,2021,10,October,202110,01,Food and non-alcoholic beverages,144.0
Selangor,Selangor,2021-11-01,2021,11,November,202111,01,Food and non-alcoholic beverages,145.2
Selangor,Selangor,2021-12-01,2021,12,December,202112,01,Food and non-alcoholic beverages,147.0
Selangor,Selangor,2022-01-01,2022,1,January,202201,01,Food and non-alcoholic beverages,148.2
Selangor,Selangor,2022-02-01,2022,2,February,202202,01,Food and non-alcoholic beverages,148.5
Selangor,Selangor,2022-03-01,2022,3,March,202203,01,Food and non-alcoholic beverages,149.0
Selangor,Selangor,2022-04-01,2022,4,April,202204,01,Food and non-alcoholic beverages,149.8
Selangor,Selangor,2022-05-01,2022,5,May,202205,01,Food and non-alcoholic beverages,151.2
Selangor,Selangor,2022-06-01,2022,6,June,202206,01,Food and non-alcoholic beverages,153.0
Selangor,Selangor,2022-07-01,2022,7,July,202207,01,Food and non-alcoholic beverages,154.4
Selangor,Selangor,2022-08-01,2022,8,August,202208,01,Food and non-alcoholic beverages,155.4
Selangor,Selangor,2022-09-01,2022,9,September,202209,01,Food and non-alcoholic beverages,155.9
Selangor,Selangor,2022-10-01,2022,10,October,202210,01,Food and non-alcoholic beverages,156.7
Selangor,Selangor,2022-11-01,2022,11,November,202211,01,Food and non-alcoholic beverages,158.2
Selangor,Selangor,2022-12-01,2022,12,December,202212,01,Food and non-alcoholic beverages,159.4
Selangor,Selangor,2023-01-01,2023,1,January,202301,01,Food and non-alcoholic beverages,160.2
Selangor,Selangor,2023-02-01,2023,2,February,202302,01,Food and non-alcoholic beverages,161.2
Selangor,Selangor,2023-03-01,2023,3,March,202303,01,Food and non-alcoholic beverages,161.3
Selangor,Selangor,2023-04-01,2023,4,April,202304,01,Food and non-alcoholic beverages,161.1
Selangor,Selangor,2023-05-01,2023,5,May,202305,01,Food and non-alcoholic beverages,162.2
Selangor,Selangor,2023-06-01,2023,6,June,202306,01,Food and non-alcoholic beverages,162.3
Selangor,Selangor,2023-07-01,2023,7,July,202307,01,Food and non-alcoholic beverages,163.1
Selangor,Selangor,2023-08-01,2023,8,August,202308,01,Food and non-alcoholic beverages,163.6
Selangor,Selangor,2023-09-01,2023,9,September,202309,01,Food and non-alcoholic beverages,163.6
Selangor,Selangor,2023-10-01,2023,10,October,202310,01,Food and non-alcoholic beverages,164.0
Selangor,Selangor,2023-11-01,2023,11,November,202311,01,Food and non-alcoholic beverages,163.8
Selangor,Selangor,2023-12-01,2023,12,December,202312,01,Food and non-alcoholic beverages,164.2
Selangor,Selangor,2024-01-01,2024,1,January,202401,01,Food and non-alcoholic beverages,164.4
Selangor,Selangor,2024-02-01,2024,2,February,202402,01,Food and non-alcoholic beverages,166.1
Selangor,Selangor,2024-03-01,2024,3,March,202403,01,Food and non-alcoholic beverages,166.4
Selangor,Selangor,2024-04-01,2024,4,April,202404,01,Food and non-alcoholic beverages,167.1
Selangor,Selangor,2024-05-01,2024,5,May,202405,01,Food and non-alcoholic beverages,167.7
Selangor,Selangor,2024-06-01,2024,6,June,202406,01,Food and non-alcoholic beverages,167.7
Selangor,Selangor,2024-07-01,2024,7,July,202407,01,Food and non-alcoholic beverages,168.0
Selangor,Selangor,2024-08-01,2024,8,August,202408,01,Food and non-alcoholic beverages,168.1
Selangor,Selangor,2024-09-01,2024,9,September,202409,01,Food and non-alcoholic beverages,168.2
Selangor,Selangor,2024-10-01,2024,10,October,202410,01,Food and non-alcoholic beverages,170.3
Selangor,Selangor,2024-11-01,2024,11,November,202411,01,Food and non-alcoholic beverages,170.3
Selangor,Selangor,2024-12-01,2024,12,December,202412,01,Food and non-alcoholic beverages,171.0
Selangor,Selangor,2025-01-01,2025,1,January,202501,01,Food and non-alcoholic beverages,171.4
Selangor,Selangor,2025-02-01,2025,2,February,202502,01,Food and non-alcoholic beverages,171.9
Selangor,Selangor,2025-03-01,2025,3,March,202503,01,Food and non-alcoholic beverages,171.9
Selangor,Selangor,2025-04-01,2025,4,April,202504,01,Food and non-alcoholic beverages,172.0
Selangor,Selangor,2025-05-01,2025,5,May,202505,01,Food and non-alcoholic beverages,172.5
Selangor,Selangor,2025-06-01,2025,6,June,202506,01,Food and non-alcoholic beverages,172.9
Selangor,Selangor,2025-07-01,2025,7,July,202507,01,Food and non-alcoholic beverages,172.8
Selangor,Selangor,2025-08-01,2025,8,August,202508,01,Food and non-alcoholic beverages,172.8
Selangor,Selangor,2025-09-01,2025,9,September,202509,01,Food and non-alcoholic beverages,173.0
Selangor,Selangor,2025-10-01,2025,10,October,202510,01,Food and non-alcoholic beverages,173.2
Selangor,Selangor,2025-11-01,2025,11,November,202511,01,Food and non-alcoholic beverages,172.9
Selangor,Selangor,2025-12-01,2025,12,December,202512,01,Food and non-alcoholic beverages,173.4
Selangor,Selangor,2026-01-01,2026,1,January,202601,01,Food and non-alcoholic beverages,173.6
Selangor,Selangor,2026-02-01,2026,2,February,202602,01,Food and non-alcoholic beverages,173.5
Selangor,Selangor,2026-03-01,2026,3,March,202603,01,Food and non-alcoholic beverages,173.3
