state,state_display,date,year,month_number,month,division,division_order,division_name,division_label,division_scope,inflation_yoy,inflation_mom,pressure_group
Kelantan,Kelantan,2011-03-01,2011,3,March,02,2,Alcoholic beverages and tobacco,Alcoholic beverages and tobacco,Other Consumer Price Index divisions,7.4,0.0,High pressure
Kelantan,Kelantan,2011-03-01,2011,3,March,03,3,Clothing and footwear,Clothing and footwear,Other Consumer Price Index divisions,-0.2,-0.3,Deflation or price easing
Kelantan,Kelantan,2011-03-01,2011,3,March,04,4,"Housing, water, electricity, gas and other fuels",Housing and utilities,Other Consumer Price Index divisions,1.9,-0.1,Moderate pressure
Kelantan,Kelantan,2011-03-01,2011,3,March,05,5,"Furnishings, household equipment and routine household maintenance",Household equipment and maintenance,Other Consumer Price Index divisions,-0.2,-0.2,Deflation or price easing
Kelantan,Kelantan,2011-03-01,2011,3,March,06,6,Health,Health,Other Consumer Price Index divisions,2.5,0.3,Moderate pressure
Kelantan,Kelantan,2011-03-01,2011,3,March,07,7,Transport,Transport,Other Consumer Price Index divisions,4.4,0.0,Moderate pressure
Kelantan,Kelantan,2011-03-01,2011,3,March,08,8,Information and communication,Information and communication,Other Consumer Price Index divisions,1.0,0.0,Moderate pressure
Kelantan,Kelantan,2011-03-01,2011,3,March,09,9,"Recreation, sport and culture","Recreation, sport and culture",Other Consumer Price Index divisions,-0.1,0.1,Deflation or price easing
Kelantan,Kelantan,2011-03-01,2011,3,March,10,10,Education,Education,Other Consumer Price Index divisions,3.4,0.0,Moderate pressure
Kelantan,Kelantan,2011-03-01,2011,3,March,11,11,Restaurants and accommodation services,Restaurants and accommodation services,Food-related pressure channels,3.8,0.4,Moderate pressure
Kelantan,Kelantan,2011-03-01,2011,3,March,12,12,Insurance and financial services,Insurance and financial services,Other Consumer Price Index divisions,-0.2,0.0,Deflation or price easing
Kelantan,Kelantan,2011-03-01,2011,3,March,13,13,"Personal care, social protection and miscellaneous goods and services",Personal care and miscellaneous services,Other Consumer Price Index divisions,2.4,0.2,Moderate pressure
W.P. Kuala Lumpur,Kuala Lumpur,2011-03-01,2011,3,March,01,1,Food and non-alcoholic beverages,Food and non-alcoholic beverages,Food-related pressure channels,3.9,0.0,Moderate pressure
W.P. Kuala Lumpur,Kuala Lumpur,2011-03-01,2011,3,March,02,2,Alcoholic beverages and tobacco,Alcoholic beverages and tobacco,Other Consumer Price Index divisions,6.1,0.0,High pressure
W.P. Kuala Lumpur,Kuala Lumpur,2011-03-01,2011,3,March,03,3,Clothing and footwear,Clothing and footwear,Other Consumer Price Index divisions,1.5,-0.3,Moderate pressure
W.P. Kuala Lumpur,Kuala Lumpur,2011-03-01,2011,3,March,04,4,"Housing, water, electricity, gas and other fuels",Housing and utilities,Other Consumer Price Index divisions,1.0,0.0,Moderate pressure
W.P. Kuala Lumpur,Kuala Lumpur,2011-03-01,2011,3,March,05,5,"Furnishings, household equipment and routine household maintenance",Household equipment and maintenance,Other Consumer Price Index divisions,0.8,0.1,Moderate pressure
W.P. Kuala Lumpur,Kuala Lumpur,2011-03-01,2011,3,March,06,6,Health,Health,Other Consumer Price Index divisions,5.8,0.1,High pressure
W.P. Kuala Lumpur,Kuala Lumpur,2011-03-01,2011,3,March,07,7,Transport,Transport,Other Consumer Price Index divisions,5.8,0.4,High pressure
W.P. Kuala Lumpur,Kuala Lumpur,2011-03-01,2011,3,March,08,8,Information and communication,Information and communication,Other Consumer Price Index divisions,-1.0,0.0,Deflation or price easing
W.P. Kuala Lumpur,Kuala Lumpur,2011-03-01,2011,3,March,09,9,"Recreation, sport and culture","Recreation, sport and culture",Other Consumer Price Index divisions,-0.3,-0.1,Deflation or price easing
W.P. Kuala Lumpur,Kuala Lumpur,2011-03-01,2011,3,March,10,10,Education,Education,Other Consumer Price Index divisions,4.9,0.6,Moderate pressure
W.P. Kuala Lumpur,Kuala Lumpur,2011-03-01,2011,3,March,11,11,Restaurants and accommodation services,Restaurants and accommodation services,Food-related pressure channels,6.8,1.3,High pressure
W.P. Kuala Lumpur,Kuala Lumpur,2011-03-01,2011,3,March,12,12,Insurance and financial services,Insurance and financial services,Other Consumer Price Index divisions,0.0,0.0,Moderate pressure
W.P. Kuala Lumpur,Kuala Lumpur,2011-03-01,2011,3,March,13,13,"Personal care, social protection and miscellaneous goods and services",Personal care and miscellaneous services,Other Consumer Price Index divisions,2.5,-0.1,Moderate pressure
W.P. Labuan,Labuan,2011-03-01,2011,3,March,01,1,Food and non-alcoholic beverages,Food and non-alcoholic beverages,Food-related pressure channels,2.4,0.3,Moderate pressure
W.P. Labuan,Labuan,2011-03-01,2011,3,March,02,2,Alcoholic beverages and tobacco,Alcoholic beverages and tobacco,Other Consumer Price Index divisions,0.0,0.0,Moderate pressure
W.P. Labuan,Labuan,2011-03-01,2011,3,March,03,3,Clothing and footwear,Clothing and footwear,Other Consumer Price Index divisions,-1.5,0.0,Deflation or price easing
W.P. Labuan,Labuan,2011-03-01,2011,3,March,04,4,"Housing, water, electricity, gas and other fuels",Housing and utilities,Other Consumer Price Index divisions,0.9,0.0,Moderate pressure
W.P. Labuan,Labuan,2011-03-01,2011,3,March,05,5,"Furnishings, household equipment and routine household maintenance",Household equipment and maintenance,Other Consumer Price Index divisions,-1.2,-0.1,Deflation or price easing
W.P. Labuan,Labuan,2011-03-01,2011,3,March,06,6,Health,Health,Other Consumer Price Index divisions,3.5,0.0,Moderate pressure
W.P. Labuan,Labuan,2011-03-01,2011,3,March,07,7,Transport,Transport,Other Consumer Price Index divisions,5.1,0.4,High pressure
W.P. Labuan,Labuan,2011-03-01,2011,3,March,08,8,Information and communication,Information and communication,Other Consumer Price Index divisions,0.0,0.0,Moderate pressure
W.P. Labuan,Labuan,2011-03-01,2011,3,March,09,9,"Recreation, sport and culture","Recreation, sport and culture",Other Consumer Price Index divisions,-0.3,0.0,Deflation or price easing
W.P. Labuan,Labuan,2011-03-01,2011,3,March,10,10,Education,Education,Other Consumer Price Index divisions,0.1,0.0,Moderate pressure
W.P. Labuan,Labuan,2011-03-01,2011,3,March,11,11,Restaurants and accommodation services,Restaurants and accommodation services,Food-related pressure channels,8.1,0.0,High pressure
W.P. Labuan,Labuan,2011-03-01,2011,3,March,12,12,Insurance and financial services,Insurance and financial services,Other Consumer Price Index divisions,-0.3,0.0,Deflation or price easing
W.P. Labuan,Labuan,2011-03-01,2011,3,March,13,13,"Personal care, social protection and miscellaneous goods and services",Personal care and miscellaneous services,Other Consumer Price Index divisions,0.8,-0.1,Moderate pressure
Melaka,Melaka,2011-03-01,2011,3,March,01,1,Food and non-alcoholic beverages,Food and non-alcoholic beverages,Food-related pressure channels,5.0,-0.6,High pressure
Melaka,Melaka,2011-03-01,2011,3,March,02,2,Alcoholic beverages and tobacco,Alcoholic beverages and tobacco,Other Consumer Price Index divisions,6.4,0.0,High pressure
Melaka,Melaka,2011-03-01,2011,3,March,03,3,Clothing and footwear,Clothing and footwear,Other Consumer Price Index divisions,-3.6,-0.4,Deflation or price easing
Melaka,Melaka,2011-03-01,2011,3,March,04,4,"Housing, water, electricity, gas and other fuels",Housing and utilities,Other Consumer Price Index divisions,1.0,0.0,Moderate pressure
Melaka,Melaka,2011-03-01,2011,3,March,05,5,"Furnishings, household equipment and routine household maintenance",Household equipment and maintenance,Other Consumer Price Index divisions,0.5,0.1,Moderate pressure
Melaka,Melaka,2011-03-01,2011,3,March,06,6,Health,Health,Other Consumer Price Index divisions,2.7,0.5,Moderate pressure
Melaka,Melaka,2011-03-01,2011,3,March,07,7,Transport,Transport,Other Consumer Price Index divisions,4.0,0.0,Moderate pressure
Melaka,Melaka,2011-03-01,2011,3,March,08,8,Information and communication,Information and communication,Other Consumer Price Index divisions,-0.6,0.0,Deflation or price easing
Melaka,Melaka,2011-03-01,2011,3,March,09,9,"Recreation, sport and culture","Recreation, sport and culture",Other Consumer Price Index divisions,3.5,0.1,Moderate pressure
Melaka,Melaka,2011-03-01,2011,3,March,10,10,Education,Education,Other Consumer Price Index divisions,5.7,1.0,High pressure
Melaka,Melaka,2011-03-01,2011,3,March,11,11,Restaurants and accommodation services,Restaurants and accommodation services,Food-related pressure channels,4.0,0.3,Moderate pressure
Melaka,Melaka,2011-03-01,2011,3,March,12,12,Insurance and financial services,Insurance and financial services,Other Consumer Price Index divisions,0.0,0.0,Moderate pressure
Melaka,Melaka,2011-03-01,2011,3,March,13,13,"Personal care, social protection and miscellaneous goods and services",Personal care and miscellaneous services,Other Consumer Price Index divisions,1.8,0.0,Moderate pressure
Negeri Sembilan,Negeri Sembilan,2011-03-01,2011,3,March,01,1,Food and non-alcoholic beverages,Food and non-alcoholic beverages,Food-related pressure channels,6.2,0.4,High pressure
Negeri Sembilan,Negeri Sembilan,2011-03-01,2011,3,March,02,2,Alcoholic beverages and tobacco,Alcoholic beverages and tobacco,Other Consumer Price Index divisions,6.7,0.0,High pressure
Negeri Sembilan,Negeri Sembilan,2011-03-01,2011,3,March,03,3,Clothing and footwear,Clothing and footwear,Other Consumer Price Index divisions,0.6,0.0,Moderate pressure
Negeri Sembilan,Negeri Sembilan,2011-03-01,2011,3,March,04,4,"Housing, water, electricity, gas and other fuels",Housing and utilities,Other Consumer Price Index divisions,1.1,0.1,Moderate pressure
Negeri Sembilan,Negeri Sembilan,2011-03-01,2011,3,March,05,5,"Furnishings, household equipment and routine household maintenance",Household equipment and maintenance,Other Consumer Price Index divisions,0.7,0.2,Moderate pressure
Negeri Sembilan,Negeri Sembilan,2011-03-01,2011,3,March,06,6,Health,Health,Other Consumer Price Index divisions,1.9,-4.9,Moderate pressure
Negeri Sembilan,Negeri Sembilan,2011-03-01,2011,3,March,07,7,Transport,Transport,Other Consumer Price Index divisions,5.8,0.1,High pressure
Negeri Sembilan,Negeri Sembilan,2011-03-01,2011,3,March,08,8,Information and communication,Information and communication,Other Consumer Price Index divisions,0.2,0.0,Moderate pressure
Negeri Sembilan,Negeri Sembilan,2011-03-01,2011,3,March,09,9,"Recreation, sport and culture","Recreation, sport and culture",Other Consumer Price Index divisions,-0.2,-0.2,Deflation or price easing
Negeri Sembilan,Negeri Sembilan,2011-03-01,2011,3,March,10,10,Education,Education,Other Consumer Price Index divisions,1.8,0.0,Moderate pressure
Negeri Sembilan,Negeri Sembilan,2011-03-01,2011,3,March,11,11,Restaurants and accommodation services,Restaurants and accommodation services,Food-related pressure channels,6.7,0.2,High pressure
Negeri Sembilan,Negeri Sembilan,2011-03-01,2011,3,March,12,12,Insurance and financial services,Insurance and financial services,Other Consumer Price Index divisions,0.0,0.0,Moderate pressure
Negeri Sembilan,Negeri Sembilan,2011-03-01,2011,3,March,13,13,"Personal care, social protection and miscellaneous goods and services",Personal care and miscellaneous services,Other Consumer Price Index divisions,0.3,0.0,Moderate pressure
Pahang,Pahang,2011-03-01,2011,3,March,01,1,Food and non-alcoholic beverages,Food and non-alcoholic beverages,Food-related pressure channels,4.4,0.0,Moderate pressure
Pahang,Pahang,2011-03-01,2011,3,March,02,2,Alcoholic beverages and tobacco,Alcoholic beverages and tobacco,Other Consumer Price Index divisions,6.9,0.0,High pressure
Pahang,Pahang,2011-03-01,2011,3,March,03,3,Clothing and footwear,Clothing and footwear,Other Consumer Price Index divisions,0.1,-0.1,Moderate pressure
Pahang,Pahang,2011-03-01,2011,3,March,04,4,"Housing, water, electricity, gas and other fuels",Housing and utilities,Other Consumer Price Index divisions,1.2,0.0,Moderate pressure
Pahang,Pahang,2011-03-01,2011,3,March,05,5,"Furnishings, household equipment and routine household maintenance",Household equipment and maintenance,Other Consumer Price Index divisions,-0.2,0.2,Deflation or price easing
Pahang,Pahang,2011-03-01,2011,3,March,06,6,Health,Health,Other Consumer Price Index divisions,2.6,0.3,Moderate pressure
Pahang,Pahang,2011-03-01,2011,3,March,07,7,Transport,Transport,Other Consumer Price Index divisions,3.7,-0.2,Moderate pressure
Pahang,Pahang,2011-03-01,2011,3,March,08,8,Information and communication,Information and communication,Other Consumer Price Index divisions,-0.6,0.0,Deflation or price easing
Pahang,Pahang,2011-03-01,2011,3,March,09,9,"Recreation, sport and culture","Recreation, sport and culture",Other Consumer Price Index divisions,-0.3,-0.2,Deflation or price easing
Pahang,Pahang,2011-03-01,2011,3,March,10,10,Education,Education,Other Consumer Price Index divisions,1.2,-0.6,Moderate pressure
Pahang,Pahang,2011-03-01,2011,3,March,11,11,Restaurants and accommodation services,Restaurants and accommodation services,Food-related pressure channels,4.8,0.3,Moderate pressure
Pahang,Pahang,2011-03-01,2011,3,March,12,12,Insurance and financial services,Insurance and financial services,Other Consumer Price Index divisions,0.0,0.0,Moderate pressure
Pahang,Pahang,2011-03-01,2011,3,March,13,13,"Personal care, social protection and miscellaneous goods and services",Personal care and miscellaneous services,Other Consumer Price Index divisions,2.7,0.5,Moderate pressure
Pulau Pinang,Penang,2011-03-01,2011,3,March,01,1,Food and non-alcoholic beverages,Food and non-alcoholic beverages,Food-related pressure channels,5.5,0.1,High pressure
Pulau Pinang,Penang,2011-03-01,2011,3,March,02,2,Alcoholic beverages and tobacco,Alcoholic beverages and tobacco,Other Consumer Price Index divisions,5.8,-0.1,High pressure
Pulau Pinang,Penang,2011-03-01,2011,3,March,03,3,Clothing and footwear,Clothing and footwear,Other Consumer Price Index divisions,-1.3,-0.7,Deflation or price easing
Pulau Pinang,Penang,2011-03-01,2011,3,March,04,4,"Housing, water, electricity, gas and other fuels",Housing and utilities,Other Consumer Price Index divisions,1.0,0.0,Moderate pressure
Pulau Pinang,Penang,2011-03-01,2011,3,March,05,5,"Furnishings, household equipment and routine household maintenance",Household equipment and maintenance,Other Consumer Price Index divisions,-0.4,0.0,Deflation or price easing
Pulau Pinang,Penang,2011-03-01,2011,3,March,06,6,Health,Health,Other Consumer Price Index divisions,4.2,-0.2,Moderate pressure
Pulau Pinang,Penang,2011-03-01,2011,3,March,07,7,Transport,Transport,Other Consumer Price Index divisions,5.0,0.0,High pressure
Pulau Pinang,Penang,2011-03-01,2011,3,March,08,8,Information and communication,Information and communication,Other Consumer Price Index divisions,0.3,0.0,Moderate pressure
