state,state_display,year,indicator,indicator_order,indicator_value,indicator_value_label,exposure_score,overall_exposure_score,indicator_meaning,unit,food_crop_planted_area_hectares,food_crop_production_tonnes,fish_landings_tonnes,population_thousand,pressure_band
Perak,Perak,2019,"Crop production per 1,000 residents",2,228.94451530612244,228.9,75.33676030004305,58.19053214871724,Lower values mean weaker local crop capacity,"tonnes per 1,000 residents",107977.20000000001,574376.0,314952,2508.8,Higher exposure
Perak,Perak,2019,"Fish landings per 1,000 residents",3,125.53890306122447,125.5,72.00667082512102,58.19053214871724,Lower values mean weaker seafood supply,"tonnes per 1,000 residents",107977.20000000001,574376.0,314952,2508.8,Higher exposure
Perak,Perak,2019,Population,4,2508.8,"2,508.8 thousand",37.60847849160267,58.19053214871724,Higher values mean stronger demand pressure,thousand people,107977.20000000001,574376.0,314952,2508.8,Moderate exposure
Perak,Perak,2020,Food inflation,1,1.5333333333333332,1.5%,72.47706422018348,56.707426017196845,Higher values mean more price pressure,%,102083.4,526920.9,328296,2496.0,Higher exposure
Perak,Perak,2020,"Crop production per 1,000 residents",2,211.10612980769233,211.1,73.48706960660797,56.707426017196845,Lower values mean weaker local crop capacity,"tonnes per 1,000 residents",102083.4,526920.9,328296,2496.0,Higher exposure
Perak,Perak,2020,"Fish landings per 1,000 residents",3,131.52884615384616,131.5,46.06638771623244,56.707426017196845,Lower values mean weaker seafood supply,"tonnes per 1,000 residents",102083.4,526920.9,328296,2496.0,Moderate exposure
Perak,Perak,2020,Population,4,2496.0,"2,496.0 thousand",34.79918252576349,56.707426017196845,Higher values mean stronger demand pressure,thousand people,102083.4,526920.9,328296,2496.0,Moderate exposure
Perak,Perak,2021,Food inflation,1,1.8166666666666667,1.8%,65.89861751152074,50.040681303368366,Higher values mean more price pressure,%,101957.0,577425.9,358398,2515.8,Moderate exposure
Perak,Perak,2021,"Crop production per 1,000 residents",2,229.51979489625566,229.5,76.39213114523487,50.040681303368366,Lower values mean weaker local crop capacity,"tonnes per 1,000 residents",101957.0,577425.9,358398,2515.8,Higher exposure
Perak,Perak,2021,"Fish landings per 1,000 residents",3,142.45886000476983,142.5,22.897198057866873,50.040681303368366,Lower values mean weaker seafood supply,"tonnes per 1,000 residents",101957.0,577425.9,358398,2515.8,Lower exposure
Perak,Perak,2021,Population,4,2515.8,"2,515.8 thousand",34.974778498850945,50.040681303368366,Higher values mean stronger demand pressure,thousand people,101957.0,577425.9,358398,2515.8,Moderate exposure
Perak,Perak,2022,Food inflation,1,5.391666666666667,5.4%,50.322580645161295,49.06856017256019,Higher values mean more price pressure,%,101501.2,580355.1,301376,2514.4,Moderate exposure
Perak,Perak,2022,"Crop production per 1,000 residents",2,230.81255965637925,230.8,74.17210693523305,49.06856017256019,Lower values mean weaker local crop capacity,"tonnes per 1,000 residents",101501.2,580355.1,301376,2514.4,Higher exposure
Perak,Perak,2022,"Fish landings per 1,000 residents",3,119.86000636334711,119.9,37.01238884488254,49.06856017256019,Lower values mean weaker seafood supply,"tonnes per 1,000 residents",101501.2,580355.1,301376,2514.4,Moderate exposure
Perak,Perak,2022,Population,4,2514.4,"2,514.4 thousand",34.7671642649639,49.06856017256019,Higher values mean stronger demand pressure,thousand people,101501.2,580355.1,301376,2514.4,Moderate exposure
Perlis,Perlis,2018,Food inflation,1,-0.3833333333333333,-0.4%,26.900584795321635,7.330933526308451,Higher values mean more price pressure,%,55834.5,269695.89999999997,95990,253.5,Lower exposure
Perlis,Perlis,2018,"Crop production per 1,000 residents",2,1063.889151873767,"1,063.9",0.0,7.330933526308451,Lower values mean weaker local crop capacity,"tonnes per 1,000 residents",55834.5,269695.89999999997,95990,253.5,Lower exposure
Perlis,Perlis,2018,"Fish landings per 1,000 residents",3,378.65877712031556,378.7,0.0,7.330933526308451,Lower values mean weaker seafood supply,"tonnes per 1,000 residents",55834.5,269695.89999999997,95990,253.5,Lower exposure
Perlis,Perlis,2018,Population,4,253.5,253.5 thousand,2.4231493099121706,7.330933526308451,Higher values mean stronger demand pressure,thousand people,55834.5,269695.89999999997,95990,253.5,Lower exposure
Perlis,Perlis,2019,Food inflation,1,1.5833333333333333,1.6%,50.0,13.103655491040769,Higher values mean more price pressure,%,55261.6,226195.1,113519,254.0,Moderate exposure
Perlis,Perlis,2019,"Crop production per 1,000 residents",2,890.5318897637795,890.5,0.0,13.103655491040769,Lower values mean weaker local crop capacity,"tonnes per 1,000 residents",55261.6,226195.1,113519,254.0,Lower exposure
Perlis,Perlis,2019,"Fish landings per 1,000 residents",3,446.9251968503937,446.9,0.0,13.103655491040769,Lower values mean weaker seafood supply,"tonnes per 1,000 residents",55261.6,226195.1,113519,254.0,Lower exposure
Perlis,Perlis,2019,Population,4,254.0,254.0 thousand,2.4146219641630764,13.103655491040769,Higher values mean stronger demand pressure,thousand people,55261.6,226195.1,113519,254.0,Lower exposure
Perlis,Perlis,2020,Food inflation,1,0.5416666666666666,0.5%,17.889908256880734,5.160227995474079,Higher values mean more price pressure,%,54224.2,217310.0,69358,284.9,Lower exposure
Perlis,Perlis,2020,"Crop production per 1,000 residents",2,762.7588627588628,762.8,0.0,5.160227995474079,Lower values mean weaker local crop capacity,"tonnes per 1,000 residents",54224.2,217310.0,69358,284.9,Lower exposure
Perlis,Perlis,2020,"Fish landings per 1,000 residents",3,243.44682344682346,243.4,0.0,5.160227995474079,Lower values mean weaker seafood supply,"tonnes per 1,000 residents",54224.2,217310.0,69358,284.9,Lower exposure
Perlis,Perlis,2020,Population,4,284.9,284.9 thousand,2.751003725015581,5.160227995474079,Higher values mean stronger demand pressure,thousand people,54224.2,217310.0,69358,284.9,Lower exposure
Perlis,Perlis,2021,Food inflation,1,1.4083333333333332,1.4%,43.31797235023041,20.98184415455016,Higher values mean more price pressure,%,62766.7,267635.5,33057,287.6,Moderate exposure
Perlis,Perlis,2021,"Crop production per 1,000 residents",2,930.5824061196105,930.6,0.0,20.98184415455016,Lower values mean weaker local crop capacity,"tonnes per 1,000 residents",62766.7,267635.5,33057,287.6,Lower exposure
Perlis,Perlis,2021,"Fish landings per 1,000 residents",3,114.94089012517384,114.9,37.84009789538578,20.98184415455016,Lower values mean weaker seafood supply,"tonnes per 1,000 residents",62766.7,267635.5,33057,287.6,Moderate exposure
Perlis,Perlis,2021,Population,4,287.6,287.6 thousand,2.7693063725844453,20.98184415455016,Higher values mean stronger demand pressure,thousand people,62766.7,267635.5,33057,287.6,Lower exposure
Perlis,Perlis,2022,Food inflation,1,4.8999999999999995,4.9%,37.63440860215053,17.86686545717578,Higher values mean more price pressure,%,63879.700000000004,248694.9,38005,289.8,Moderate exposure
Perlis,Perlis,2022,"Crop production per 1,000 residents",2,858.1604554865424,858.2,0.0,17.86686545717578,Lower values mean weaker local crop capacity,"tonnes per 1,000 residents",63879.700000000004,248694.9,38005,289.8,Lower exposure
Perlis,Perlis,2022,"Fish landings per 1,000 residents",3,131.14216701173223,131.1,31.058870812194144,17.86686545717578,Lower values mean weaker seafood supply,"tonnes per 1,000 residents",63879.700000000004,248694.9,38005,289.8,Lower exposure
Perlis,Perlis,2022,Population,4,289.8,289.8 thousand,2.7741824143584433,17.86686545717578,Higher values mean stronger demand pressure,thousand people,63879.700000000004,248694.9,38005,289.8,Lower exposure
Pulau Pinang,Penang,2018,Food inflation,1,1.675,1.7%,99.12280701754388,77.38982766309492,Higher values mean more price pressure,%,29017.5,163032.30000000002,54847,1762.8,Higher exposure
Pulau Pinang,Penang,2018,"Crop production per 1,000 residents",2,92.4848536419333,92.5,92.41456725505049,77.38982766309492,Lower values mean weaker local crop capacity,"tonnes per 1,000 residents",29017.5,163032.30000000002,54847,1762.8,Higher exposure
Pulau Pinang,Penang,2018,"Fish landings per 1,000 residents",3,31.113569321533923,31.1,91.9272061413913,77.38982766309492,Lower values mean weaker seafood supply,"tonnes per 1,000 residents",29017.5,163032.30000000002,54847,1762.8,Higher exposure
Pulau Pinang,Penang,2018,Population,4,1762.8,"1,762.8 thousand",26.094730238393975,77.38982766309492,Higher values mean stronger demand pressure,thousand people,29017.5,163032.30000000002,54847,1762.8,Lower exposure
Pulau Pinang,Penang,2019,Food inflation,1,1.8416666666666668,1.8%,61.3138686131387,67.95806061876569,Higher values mean more price pressure,%,29114.399999999998,163620.6,51688,1768.8,Moderate exposure
Pulau Pinang,Penang,2019,"Crop production per 1,000 residents",2,92.50373134328359,92.5,90.87364481961943,67.95806061876569,Lower values mean weaker local crop capacity,"tonnes per 1,000 residents",29114.399999999998,163620.6,51688,1768.8,Higher exposure
Pulau Pinang,Penang,2019,"Fish landings per 1,000 residents",3,29.22207146087743,29.2,93.58647843357643,67.95806061876569,Lower values mean weaker seafood supply,"tonnes per 1,000 residents",29114.399999999998,163620.6,51688,1768.8,Higher exposure
Pulau Pinang,Penang,2019,Population,4,1768.8,"1,768.8 thousand",26.058250608728223,67.95806061876569,Higher values mean stronger demand pressure,thousand people,29114.399999999998,163620.6,51688,1768.8,Lower exposure
Pulau Pinang,Penang,2020,Food inflation,1,1.2916666666666667,1.3%,59.174311926605526,64.8587656050888,Higher values mean more price pressure,%,27718.0,156196.80000000002,56849,1740.4,Moderate exposure
Pulau Pinang,Penang,2020,"Crop production per 1,000 residents",2,89.7476442197196,89.7,89.65354344975538,64.8587656050888,Lower values mean weaker local crop capacity,"tonnes per 1,000 residents",27718.0,156196.80000000002,56849,1740.4,Higher exposure
Pulau Pinang,Penang,2020,"Fish landings per 1,000 residents",3,32.66433003907147,32.7,86.75986021170702,64.8587656050888,Lower values mean weaker seafood supply,"tonnes per 1,000 residents",27718.0,156196.80000000002,56849,1740.4,Higher exposure
Pulau Pinang,Penang,2020,Population,4,1740.4,"1,740.4 thousand",23.84734683228734,64.8587656050888,Higher values mean stronger demand pressure,thousand people,27718.0,156196.80000000002,56849,1740.4,Lower exposure
Pulau Pinang,Penang,2021,Food inflation,1,1.1416666666666666,1.1%,28.57142857142857,58.04077714271602,Higher values mean more price pressure,%,27811.0,172292.40000000002,35369,1740.0,Lower exposure
Pulau Pinang,Penang,2021,"Crop production per 1,000 residents",2,99.01862068965518,99.0,90.61234864792182,58.04077714271602,Lower values mean weaker local crop capacity,"tonnes per 1,000 residents",27811.0,172292.40000000002,35369,1740.0,Higher exposure
Pulau Pinang,Penang,2021,"Fish landings per 1,000 residents",3,20.327011494252872,20.3,89.21764201681208,58.04077714271602,Lower values mean weaker seafood supply,"tonnes per 1,000 residents",27811.0,172292.40000000002,35369,1740.0,Higher exposure
Pulau Pinang,Penang,2021,Population,4,1740.0,"1,740.0 thousand",23.761689334701604,58.04077714271602,Higher values mean stronger demand pressure,thousand people,27811.0,172292.40000000002,35369,1740.0,Lower exposure
Pulau Pinang,Penang,2022,Food inflation,1,6.016666666666667,6.0%,66.45161290322581,66.71102340272462,Higher values mean more price pressure,%,27482.4,155253.7,47605,1740.9,Moderate exposure
Pulau Pinang,Penang,2022,"Crop production per 1,000 residents",2,89.18013671089666,89.2,90.91748105704642,66.71102340272462,Lower values mean weaker local crop capacity,"tonnes per 1,000 residents",27482.4,155253.7,47605,1740.9,Higher exposure
Pulau Pinang,Penang,2022,"Fish landings per 1,000 residents",3,27.34505141019013,27.3,85.83188980508311,66.71102340272462,Lower values mean weaker seafood supply,"tonnes per 1,000 residents",27482.4,155253.7,47605,1740.9,Higher exposure
Pulau Pinang,Penang,2022,Population,4,1740.9,"1,740.9 thousand",23.643109845543187,66.71102340272462,Higher values mean stronger demand pressure,thousand people,27482.4,155253.7,47605,1740.9,Lower exposure
Sabah,Sabah,2018,Food inflation,1,1.0666666666666667,1.1%,77.77777777777779,79.92982886116644,Higher values mean more price pressure,%,82250.8,325966.4,163049,3898.4,Higher exposure
Sabah,Sabah,2018,"Crop production per 1,000 residents",2,83.61543197209112,83.6,93.25835986222033,79.92982886116644,Lower values mean weaker local crop capacity,"tonnes per 1,000 residents",82250.8,325966.4,163049,3898.4,Higher exposure
Sabah,Sabah,2018,"Fish landings per 1,000 residents",3,41.82459470552021,41.8,89.09409373942299,79.92982886116644,Lower values mean weaker seafood supply,"tonnes per 1,000 residents",82250.8,325966.4,163049,3898.4,Higher exposure
Sabah,Sabah,2018,Population,4,3898.4,"3,898.4 thousand",59.58908406524467,79.92982886116644,Higher values mean stronger demand pressure,thousand people,82250.8,325966.4,163049,3898.4,Moderate exposure
Sabah,Sabah,2019,Food inflation,1,0.44166666666666665,0.4%,0.0,60.14421986120055,Higher values mean more price pressure,%,84001.09999999999,344347.6,179714,3904.4,Lower exposure
Sabah,Sabah,2019,"Crop production per 1,000 residents",2,88.1947546357955,88.2,91.36431975974598,60.14421986120055,Lower values mean weaker local crop capacity,"tonnes per 1,000 residents",84001.09999999999,344347.6,179714,3904.4,Higher exposure
Sabah,Sabah,2019,"Fish landings per 1,000 residents",3,46.02858313697367,46.0,89.82097574299468,60.14421986120055,Lower values mean weaker seafood supply,"tonnes per 1,000 residents",84001.09999999999,344347.6,179714,3904.4,Higher exposure
Sabah,Sabah,2019,Population,4,3904.4,"3,904.4 thousand",59.39158394206155,60.14421986120055,Higher values mean stronger demand pressure,thousand people,84001.09999999999,344347.6,179714,3904.4,Moderate exposure
Sabah,Sabah,2020,Food inflation,1,0.21666666666666667,0.2%,0.0,52.920287762095825,Higher values mean more price pressure,%,81661.3,344443.0,206702,3418.8,Lower exposure
Sabah,Sabah,2020,"Crop production per 1,000 residents",2,100.74967824967824,100.7,88.18793439485489,52.920287762095825,Lower values mean weaker local crop capacity,"tonnes per 1,000 residents",81661.3,344443.0,206702,3418.8,Higher exposure
Sabah,Sabah,2020,"Fish landings per 1,000 residents",3,60.46039546039546,60.5,75.31876417284195,52.920287762095825,Lower values mean weaker seafood supply,"tonnes per 1,000 residents",81661.3,344443.0,206702,3418.8,Higher exposure
Sabah,Sabah,2020,Population,4,3418.8,"3,418.8 thousand",48.174452480686455,52.920287762095825,Higher values mean stronger demand pressure,thousand people,81661.3,344443.0,206702,3418.8,Moderate exposure
Sabah,Sabah,2021,Food inflation,1,0.625,0.6%,0.0,51.08876315540289,Higher values mean more price pressure,%,81883.59999999999,338825.0,216314,3412.6,Lower exposure
Sabah,Sabah,2021,"Crop production per 1,000 residents",2,99.28646779581551,99.3,90.58316236565102,51.08876315540289,Lower values mean weaker local crop capacity,"tonnes per 1,000 residents",81883.59999999999,338825.0,216314,3412.6,Higher exposure
Sabah,Sabah,2021,"Fish landings per 1,000 residents",3,63.38686045830159,63.4,65.83513913219451,51.08876315540289,Lower values mean weaker seafood supply,"tonnes per 1,000 residents",81883.59999999999,338825.0,216314,3412.6,Moderate exposure
Sabah,Sabah,2021,Population,4,3412.6,"3,412.6 thousand",47.93675112376602,51.08876315540289,Higher values mean stronger demand pressure,thousand people,81883.59999999999,338825.0,216314,3412.6,Moderate exposure
Sabah,Sabah,2022,Food inflation,1,5.075,5.1%,42.150537634408614,61.18948815587164,Higher values mean more price pressure,%,81688.4,325386.4,230172,3414.9,Moderate exposure
Sabah,Sabah,2022,"Crop production per 1,000 residents",2,95.28431286421272,95.3,90.19577686483561,61.18948815587164,Lower values mean weaker local crop capacity,"tonnes per 1,000 residents",81688.4,325386.4,230172,3414.9,Higher exposure
Sabah,Sabah,2022,"Fish landings per 1,000 residents",3,67.40226653781956,67.4,64.69397482283587,61.18948815587164,Lower values mean weaker seafood supply,"tonnes per 1,000 residents",81688.4,325386.4,230172,3414.9,Moderate exposure
Sabah,Sabah,2022,Population,4,3414.9,"3,414.9 thousand",47.7176633014065,61.18948815587164,Higher values mean stronger demand pressure,thousand people,81688.4,325386.4,230172,3414.9,Moderate exposure
Sarawak,Sarawak,2018,Food inflation,1,1.6333333333333335,1.6%,97.6608187134503,76.8991460185381,Higher values mean more price pressure,%,191436.9,485796.49999999994,180599,2791.7,Higher exposure
Sarawak,Sarawak,2018,"Crop production per 1,000 residents",2,174.01457893040083,174.0,84.65823521629859,76.8991460185381,Lower values mean weaker local crop capacity,"tonnes per 1,000 residents",191436.9,485796.49999999994,180599,2791.7,Higher exposure
Sarawak,Sarawak,2018,"Fish landings per 1,000 residents",3,64.69140666977111,64.7,83.04572336899575,76.8991460185381,Lower values mean weaker seafood supply,"tonnes per 1,000 residents",191436.9,485796.49999999994,180599,2791.7,Higher exposure
Sarawak,Sarawak,2018,Population,4,2791.7,"2,791.7 thousand",42.231806775407776,76.8991460185381,Higher values mean stronger demand pressure,thousand people,191436.9,485796.49999999994,180599,2791.7,Moderate exposure
Sarawak,Sarawak,2019,Food inflation,1,1.0416666666666667,1.0%,26.277372262773728,59.04970435888126,Higher values mean more price pressure,%,164660.8,497132.0,171482,2806.0,Lower exposure
Sarawak,Sarawak,2019,"Crop production per 1,000 residents",2,177.16749821810407,177.2,81.23275057435704,59.04970435888126,Lower values mean weaker local crop capacity,"tonnes per 1,000 residents",164660.8,497132.0,171482,2806.0,Higher exposure
Sarawak,Sarawak,2019,"Fish landings per 1,000 residents",3,61.11261582323592,61.1,86.4413948543723,59.04970435888126,Lower values mean weaker seafood supply,"tonnes per 1,000 residents",164660.8,497132.0,171482,2806.0,Higher exposure
Sarawak,Sarawak,2019,Population,4,2806.0,"2,806.0 thousand",42.24729974402197,59.04970435888126,Higher values mean stronger demand pressure,thousand people,164660.8,497132.0,171482,2806.0,Moderate exposure
Sarawak,Sarawak,2020,Food inflation,1,0.6333333333333333,0.6%,22.93577981651376,53.25284054253687,Higher values mean more price pressure,%,146948.09999999998,461354.39999999997,124454,2453.7,Lower exposure
Sarawak,Sarawak,2020,"Crop production per 1,000 residents",2,188.02396380975668,188.0,76.56190389644682,53.25284054253687,Lower values mean weaker local crop capacity,"tonnes per 1,000 residents",146948.09999999998,461354.39999999997,124454,2453.7,Higher exposure
Sarawak,Sarawak,2020,"Fish landings per 1,000 residents",3,50.720952031625714,50.7,79.327601608811,53.25284054253687,Lower values mean weaker seafood supply,"tonnes per 1,000 residents",146948.09999999998,461354.39999999997,124454,2453.7,Higher exposure
Sarawak,Sarawak,2020,Population,4,2453.7,"2,453.7 thousand",34.186076848375926,53.25284054253687,Higher values mean stronger demand pressure,thousand people,146948.09999999998,461354.39999999997,124454,2453.7,Moderate exposure
Sarawak,Sarawak,2021,Food inflation,1,1.0833333333333333,1.1%,25.34562211981567,53.45549155657452,Higher values mean more price pressure,%,138640.5,381130.10000000003,138879,2465.6,Lower exposure
Sarawak,Sarawak,2021,"Crop production per 1,000 residents",2,154.57904769630113,154.6,84.55813985340274,53.45549155657452,Lower values mean weaker local crop capacity,"tonnes per 1,000 residents",138640.5,381130.10000000003,138879,2465.6,Higher exposure
Sarawak,Sarawak,2021,"Fish landings per 1,000 residents",3,56.32665476963011,56.3,69.66899558671172,53.45549155657452,Lower values mean weaker seafood supply,"tonnes per 1,000 residents",138640.5,381130.10000000003,138879,2465.6,Higher exposure
Sarawak,Sarawak,2021,Population,4,2465.6,"2,465.6 thousand",34.249208666367956,53.45549155657452,Higher values mean stronger demand pressure,thousand people,138640.5,381130.10000000003,138879,2465.6,Moderate exposure
Sarawak,Sarawak,2022,Food inflation,1,5.491666666666667,5.5%,52.90322580645162,62.1370823398253,Higher values mean more price pressure,%,132815.80000000002,378752.1,103839,2473.5,Moderate exposure
Sarawak,Sarawak,2022,"Crop production per 1,000 residents",2,153.12395391146148,153.1,83.35732555358192,62.1370823398253,Lower values mean weaker local crop capacity,"tonnes per 1,000 residents",132815.80000000002,378752.1,103839,2473.5,Higher exposure
Sarawak,Sarawak,2022,"Fish landings per 1,000 residents",3,41.9805942995755,42.0,78.10881518970685,62.1370823398253,Lower values mean weaker seafood supply,"tonnes per 1,000 residents",132815.80000000002,378752.1,103839,2473.5,Higher exposure
Sarawak,Sarawak,2022,Population,4,2473.5,"2,473.5 thousand",34.17896280956079,62.1370823398253,Higher values mean stronger demand pressure,thousand people,132815.80000000002,378752.1,103839,2473.5,Moderate exposure
Selangor,Selangor,2018,Food inflation,1,1.6500000000000001,1.7%,98.24561403508773,97.20807444195094,Higher values mean more price pressure,%,51557.200000000004,341165.0,141265,6475.0,Higher exposure
Selangor,Selangor,2018,"Crop production per 1,000 residents",2,52.68957528957529,52.7,96.2004918535123,97.20807444195094,Lower values mean weaker local crop capacity,"tonnes per 1,000 residents",51557.200000000004,341165.0,141265,6475.0,Higher exposure
Selangor,Selangor,2018,"Fish landings per 1,000 residents",3,21.816988416988416,21.8,94.38619187920376,97.20807444195094,Lower values mean weaker seafood supply,"tonnes per 1,000 residents",51557.200000000004,341165.0,141265,6475.0,Higher exposure
Selangor,Selangor,2018,Population,4,6475.0,"6,475.0 thousand",100.0,97.20807444195094,Higher values mean stronger demand pressure,thousand people,51557.200000000004,341165.0,141265,6475.0,Higher exposure
Selangor,Selangor,2019,Food inflation,1,1.8583333333333334,1.9%,62.04379562043796,88.02912797322614,Higher values mean more price pressure,%,56892.600000000006,347481.6,156416,6506.1,Moderate exposure
Selangor,Selangor,2019,"Crop production per 1,000 residents",2,53.408585788721346,53.4,95.32551576403367,88.02912797322614,Lower values mean weaker local crop capacity,"tonnes per 1,000 residents",56892.600000000006,347481.6,156416,6506.1,Higher exposure
Selangor,Selangor,2019,"Fish landings per 1,000 residents",3,24.041438035074776,24.0,94.7472005084329,88.02912797322614,Lower values mean weaker seafood supply,"tonnes per 1,000 residents",56892.600000000006,347481.6,156416,6506.1,Higher exposure
Selangor,Selangor,2019,Population,4,6506.1,"6,506.1 thousand",100.0,88.02912797322614,Higher values mean stronger demand pressure,thousand people,56892.600000000006,347481.6,156416,6506.1,Higher exposure
Selangor,Selangor,2020,Food inflation,1,2.033333333333333,2.0%,100.0,96.49952179965338,Higher values mean more price pressure,%,51024.9,332850.9,161031,6994.4,Higher exposure
Selangor,Selangor,2020,"Crop production per 1,000 residents",2,47.588199130733166,47.6,95.26971081514854,96.49952179965338,Lower values mean weaker local crop capacity,"tonnes per 1,000 residents",51024.9,332850.9,161031,6994.4,Higher exposure
Selangor,Selangor,2020,"Fish landings per 1,000 residents",3,23.022846848907697,23.0,90.72837638346499,96.49952179965338,Lower values mean weaker seafood supply,"tonnes per 1,000 residents",51024.9,332850.9,161031,6994.4,Higher exposure
Selangor,Selangor,2020,Population,4,6994.4,"6,994.4 thousand",100.0,96.49952179965338,Higher values mean stronger demand pressure,thousand people,51024.9,332850.9,161031,6994.4,Higher exposure
Selangor,Selangor,2021,Food inflation,1,2.433333333333333,2.4%,100.0,95.86240066138419,Higher values mean more price pressure,%,53176.5,337032.4,167579,7014.7,Higher exposure
Selangor,Selangor,2021,"Crop production per 1,000 residents",2,48.04658787973827,48.0,96.16657754676382,95.86240066138419,Lower values mean weaker local crop capacity,"tonnes per 1,000 residents",53176.5,337032.4,167579,7014.7,Higher exposure
Selangor,Selangor,2021,"Fish landings per 1,000 residents",3,23.889688796384736,23.9,87.28302509877291,95.86240066138419,Lower values mean weaker seafood supply,"tonnes per 1,000 residents",53176.5,337032.4,167579,7014.7,Higher exposure
Selangor,Selangor,2021,Population,4,7014.7,"7,014.7 thousand",100.0,95.86240066138419,Higher values mean stronger demand pressure,thousand people,53176.5,337032.4,167579,7014.7,Higher exposure
Selangor,Selangor,2022,Food inflation,1,7.316666666666666,7.3%,100.0,95.79543365102003,Higher values mean more price pressure,%,49717.0,342178.5,171057,7050.3,Higher exposure
Selangor,Selangor,2022,"Crop production per 1,000 residents",2,48.53389217480107,48.5,95.72313612704141,95.79543365102003,Lower values mean weaker local crop capacity,"tonnes per 1,000 residents",49717.0,342178.5,171057,7050.3,Higher exposure
Selangor,Selangor,2022,"Fish landings per 1,000 residents",3,24.262371813965363,24.3,87.45859847703875,95.79543365102003,Lower values mean weaker seafood supply,"tonnes per 1,000 residents",49717.0,342178.5,171057,7050.3,Higher exposure
Selangor,Selangor,2022,Population,4,7050.3,"7,050.3 thousand",100.0,95.79543365102003,Higher values mean stronger demand pressure,thousand people,49717.0,342178.5,171057,7050.3,Higher exposure
Terengganu,Terengganu,2018,Food inflation,1,1.1083333333333334,1.1%,79.23976608187135,69.16055825395075,Higher values mean more price pressure,%,31086.5,163895.4,41725,1228.3,Higher exposure
Terengganu,Terengganu,2018,"Crop production per 1,000 residents",2,133.43271187820565,133.4,88.51899194638212,69.16055825395075,Lower values mean weaker local crop capacity,"tonnes per 1,000 residents",31086.5,163895.4,41725,1228.3,Higher exposure
Terengganu,Terengganu,2018,"Fish landings per 1,000 residents",3,33.96971423919238,34.0,91.17174349445044,69.16055825395075,Lower values mean weaker seafood supply,"tonnes per 1,000 residents",31086.5,163895.4,41725,1228.3,Higher exposure
Terengganu,Terengganu,2018,Population,4,1228.3,"1,228.3 thousand",17.71173149309912,69.16055825395075,Higher values mean stronger demand pressure,thousand people,31086.5,163895.4,41725,1228.3,Lower exposure
Terengganu,Terengganu,2019,Food inflation,1,1.1583333333333334,1.2%,31.386861313868618,57.18734861724957,Higher values mean more price pressure,%,32450.199999999997,161433.2,40448,1244.5,Lower exposure
Terengganu,Terengganu,2019,"Crop production per 1,000 residents",2,129.71731619124148,129.7,86.63603232906343,57.18734861724957,Lower values mean weaker local crop capacity,"tonnes per 1,000 residents",32450.199999999997,161433.2,40448,1244.5,Higher exposure
Terengganu,Terengganu,2019,"Fish landings per 1,000 residents",3,32.501406187223786,32.5,92.85174275651512,57.18734861724957,Lower values mean weaker seafood supply,"tonnes per 1,000 residents",32450.199999999997,161433.2,40448,1244.5,Higher exposure
Terengganu,Terengganu,2019,Population,4,1244.5,"1,244.5 thousand",17.874758069551103,57.18734861724957,Higher values mean stronger demand pressure,thousand people,32450.199999999997,161433.2,40448,1244.5,Lower exposure
Terengganu,Terengganu,2020,Food inflation,1,1.425,1.4%,66.51376146788992,63.59271017804396,Higher values mean more price pressure,%,32340.899999999998,137248.5,37227,1149.4,Moderate exposure
Terengganu,Terengganu,2020,"Crop production per 1,000 residents",2,119.40882199408387,119.4,85.70230219684271,63.59271017804396,Lower values mean weaker local crop capacity,"tonnes per 1,000 residents",32340.899999999998,137248.5,37227,1149.4,Higher exposure
Terengganu,Terengganu,2020,"Fish landings per 1,000 residents",3,32.388202540455886,32.4,86.87351662971966,63.59271017804396,Lower values mean weaker seafood supply,"tonnes per 1,000 residents",32340.899999999998,137248.5,37227,1149.4,Higher exposure
Terengganu,Terengganu,2020,Population,4,1149.4,"1,149.4 thousand",15.28126041772354,63.59271017804396,Higher values mean stronger demand pressure,thousand people,32340.899999999998,137248.5,37227,1149.4,Lower exposure
Terengganu,Terengganu,2021,Food inflation,1,2.2416666666666667,2.2%,89.40092165898619,69.41738831663825,Higher values mean more price pressure,%,31087.5,158036.3,30641,1170.7,Higher exposure
Terengganu,Terengganu,2021,"Crop production per 1,000 residents",2,134.992995643632,135.0,86.69235758670047,69.41738831663825,Lower values mean weaker local crop capacity,"tonnes per 1,000 residents",31087.5,158036.3,30641,1170.7,Higher exposure
Terengganu,Terengganu,2021,"Fish landings per 1,000 residents",3,26.17322969163748,26.2,86.04300910115597,69.41738831663825,Lower values mean weaker seafood supply,"tonnes per 1,000 residents",31087.5,158036.3,30641,1170.7,Higher exposure
Terengganu,Terengganu,2021,Population,4,1170.7,"1,170.7 thousand",15.533264919710351,69.41738831663825,Higher values mean stronger demand pressure,thousand people,31087.5,158036.3,30641,1170.7,Lower exposure
Terengganu,Terengganu,2022,Food inflation,1,4.908333333333333,4.9%,37.8494623655914,56.96460948215083,Higher values mean more price pressure,%,29909.5,124473.40000000001,33692,1186.6,Moderate exposure
Terengganu,Terengganu,2022,"Crop production per 1,000 residents",2,104.8992078206641,104.9,89.0589961063105,56.96460948215083,Lower values mean weaker local crop capacity,"tonnes per 1,000 residents",29909.5,124473.40000000001,33692,1186.6,Higher exposure
